东西真的很好，音质很清晰，待机也还行。最喜欢的一点就是蓝牙耳机随用随取，比传统的蓝牙耳机好保管，不容易丢失。接电话保密性强2019-04-05 19:15:22
华为一佰优橞卷：质量好（  djd.red/b5 ）复/.置/输入括*/内@内蓉，/到.，流览嚣打开#领/曲。非常好给自己买的双十一礼物，目前使用没有问题，开车外出都挺方便，操作相对人性化简易方便，使用还需适应一下。2018-11-10 19:26:16
手环收到了，特意使用了好多天才来评价的！给老公买的，之前有一个乐心的，只能记录跑步心率啥的，这个还能接电话，收看信息，功能比较多！用着还不错！很满意！用了京豆抵扣才花了240多！真合适！2018-11-04 09:45:28
很不错的手环   很好看   也非常实用   包装盒一看就非常高端   一直用华为的东西  第一次用手环  主机可以拿下来当蓝牙耳机   非常好用   音质也很好   耳机不是特别容易带  不过多试几次就好了  用熟了一次就可以带好   四种屏幕任意挑选   还有通话记录  常用联系人非常实用   昨天刚试了睡眠质量测试   确实不错   半夜醒了一次都有记录   还可以测试入眠时间  睡觉前记下当时的时间  第二天早上看一下手机  自己是从什么时候睡着的    就能知道自己从躺下到睡着要多久    很不错的功能    新到的东西  研究的还不是很透   这个手环无论是质量  还是颜值   还是功能   都非常赞    华为b5没让我失望2018-10-01 08:31:53
我是看到别人戴着，觉得很不错才买的。华为出品，真的很不错，颜值，性能都可以。而且可以当蓝牙耳机，放手表颜值也不错，很能打。而且我平时很容易听不到手机的声音，有了它，基本不会错过电话了。蓝牙耳机也丢不了。很满意了。开心。2019-08-01 10:19:33
好看实用，很方便，大爱。嘻嘻，使用起来很方便，可以检测运动情况，也可以当蓝牙耳机用，外出不带耳机也可以。就是耳环有点松，走路戴的话总感觉要掉。不过，总的来说，非常棒，喜欢2019-07-12 19:33:55
狂拽炫酷吊炸天，呵呵，带着它弹琴，一会居然一万步。好玩，晚上检测睡眠，很有意思。看片再也不用烦人的线耳机了。当然它最主要的功能还是接电话哈哈2017-11-10 12:12:44
总体很满意，老公用来计步和运动评估，当然也有一些信息提醒功能，抬腕可以亮起来，比较方便，不用总拿着手机了！2019-08-13 07:56:29
马上父亲节，又遇上有活动，给我父亲入手一块，他非常喜欢，用起来也很方便，操作起来也很容易上手。不错，物流速度也快。2019-06-10 16:11:15
不错不错，支持华为，华为真心不错，质量杠杠的，便宜又好用，要是能带上测心率就更好了，已经用了两个月我才评论的，测试的非常不错，特别喜欢，好评，待机时间长，2019-03-13 10:39:55
很实用，有时候手机装在包里，听不见，这个手环，戴在手上就可以提醒电话来了，很好，我很满意2019-04-30 07:27:46
很不错，原来的三代丢了，又买了这个5代。搭配华为手机用很棒。功能也多。2019-08-26 16:52:02
给老娘卖的主要是听力下降打电话听不清，电话铃声听不见。用了之后很满意，电话一响手环震动就知道来电话了，直接取出挂耳朵上就能很清楚的当蓝牙耳机了，很不错。为什么这款手环没有测心率呢呢？给个完美的解释唄！2019-02-16 17:42:13
不错，很漂亮，大老板很喜欢，彩屏太拉风了^_^
触屏反应灵敏，通话质量好，听音乐音质还行，比B3强点儿
监测心率和睡眠等待后续测评反馈&hellip;&hellip;2018-08-14 09:44:49
材质上手感觉非常好，做工比较精致，色彩比较正，可以调节。                                                                                比较满意的是蓝牙耳机+计步+心率，睡眠监测原来手机就有，手环应该更精准。                                                 不锈钢表带和橡胶表带适应不同季节。听音乐效果非常棒。要是有期待的血压功能就更好了。2019-09-22 16:24:29
华为B5手环黑色运动款，当天下单，第二天到货。手环做工精致，包装精美，简洁大方，功能丰富，操作方便。与华为手机搭配使用省了手表与蓝牙耳机。蓝牙通话，清晰悦耳。特别是开车时接听电话极为方便，另外还有~、短息提醒显示，运动健康，监测心率，久坐提醒等多功能，实用方便。是经常出差、开会、驾车等商务人士的首选。2019-06-21 19:06:51
买来送给老公的，刚收到就戴上了，外观很大气，屏幕清晰，可以当蓝牙耳机，还可以测心率，总之老公很满意2019-08-31 21:22:10
不错，用了一个多月才来评价，自己截了表链，目前没发现问题，降噪效果很好，带着也很显档次，主要是用着方便，不错支持国产支持华为2019-06-04 22:59:57
非常好，一直喜欢，没有买，这次终于买了，不后悔。带着舒服！2018-12-26 13:41:03
关注了好久，用了几天还不错，平时戴在手上当手环，开车时可以蓝牙耳机，非常方便。功能还是非常不错。手环表带可以自己更换，这还是不错的，自己买了一个皮的表带换上，档次马上就上去了。2018-08-10 15:36:24
很不错的手环，之前买了两个B3，一直用的挺好的，还可以打电话，这次本来想买个智能手表，突然看到B5发布了，就一直在等，赶紧预约，然后第二天就到了。这次是彩色屏，比之前的更好！更高端大气。手机手环都用华为的，赞一个！物流也很快！2018-07-20 09:58:27
宝贝好喜欢噢，实物比图片漂亮，手腕围大小都挺配，挺搭的，原装皮带特别软，带着舒服，之前一直考虑佳明手表的，后来挑着挑着，觉得佳明太高端，对于我这种半吊子运动者没意思，这款运动又智能的宝贝，就够了，性价比也挺高，有些功能以后慢慢摸索着用，喜欢，本人腕围16.8左右，给大家做个参考！2018-12-20 12:26:37
这个手环非常实用，蓝牙耳机一直带着耳骨会疼，这个不会，不来电话的时候，就是手环，来电话的时候弹出来就是耳机，再也不用再红绿灯下面担心了，我推荐大伙可以试试。本人非常喜欢满意。2018-11-30 15:53:48
送给男性朋友的手环，他是运动达人，戴这个正好。这款手表还蛮时尚的，款式大大方方，和手机配对也很便捷。操作简单。只是，耳机套是鸡肋，很容易黏毛，而且耳机套的安装很麻烦。佩戴感觉只能带在左耳上，右耳带不上去。2019-01-07 15:31:40
朋友推荐的 简直不能再满意了 这款运动手表 最大的有时就是集蓝牙耳机于一体 在公众场合接打电话 听音乐 看视频 都非常方便 收纳也是快捷简便 耳机不会丢。总之非常非常推荐2019-06-03 23:51:53
包装不错，手环表带很舒服，就是配套的APP很多，得下载三个，电量还在测试，震动效果不错，非常喜欢???2018-01-30 21:37:17
之前买过B3商务版，听歌时掉地上碎屏了，虽然还能用也不舒服，表带出汗很臭，现在换了这个，屏幕上字大而且彩色，可以测心率，睡眠记录更详细，表带没味道。好评2019-08-05 01:21:04
手环已收到，蓝牙接听电话音质真的很好，甚至超过手机本身的音质；另户外运动能准确测出运动速度、时间和公里数，甚是喜欢，必须给五颗星滴！2019-04-10 10:50:39
拿到手环，包装简洁大方，档次满满。打开后发现做工，细节很不错。和我的雷神游戏本特别配，简直了！开车接电话方便。2017-09-30 13:40:21
新年第一购，支持华为，物流很快。手环很轻便，带着很舒服。音质也很清晰，耳机的套可以调换成适合自己的。功能还在摸索中。随后再评价！2019-02-18 18:02:46
功能很多，最方便的就是可以直接取出来接听电话，如果再加上防水就更好了～2019-07-26 23:43:12
很棒可以接听拨打电话~信息提醒测量睡眠质量心率压力值等等时时刻刻可以查看自己的身体状态方便快捷还可以找手机以防忘记了手机放到何处2019-07-13 07:39:51
好用，特别是对我这种电话比较多的来说，接电话很方便，好用，会继续支持华为智能产品的2019-07-22 18:20:56
手环简洁大方，功能非常丰富，操作方便。与华为手机搭配使用，还有很多惊喜之处。解放双手，释放束腹；曲面贴合，佩戴更舒适；蓝牙通话，悦动听音：来电姓名和号码显示，接听/拨打/挂断/拒接电话等功能。2018-11-12 18:57:47
很漂亮的华为手环，有蓝牙耳机的功能，声音很清晰，功能强大，适合运动开车的我，很喜欢，还有睡眠监测及压力测试功能，很棒，就是女士戴在手上有点大，总之货品质量棒棒棒，值得购买，操作也简单2019-03-11 16:30:22
上午十点多拍，下午三点多就到货了，还有爱奇艺VR眼镜，太快了。货品颜色很喜欢，表带柔软，贴合皮肤不刺激。期盼已久了，开始试玩?( '&omega;' )?2018-07-19 15:50:28
今天收到B5，一直很期待，刚发布就预约了。手环颜值不错，很有设计感，屏幕分辨率好，通话音质不错；功能强大，测试心率，监测运动，关注睡眠。一直相信京东，信任华为。2018-07-21 11:34:54
用着感觉不错，彩屏也很炫！
耗电挺节省，通话很清晰，跟华为手机连接很顺畅！
支持国货，支持华为！2019-01-05 18:32:13
B3刚刚掉了，马上就上B5，功能强大，弥补了B3的不足，可以测心率，以及压力检测。形象很高大上。彩屏更完美！2018-10-05 19:51:00
不错，很满意，蓝牙连接相隔十几米是没有问题的。即使在太阳下也能看的很清楚，拨打电话  接电话都很方便。 电量基本上3天，听音乐什么的 两天就得冲一次电。钛合金看起来比较高大上吧  用了一段时间才给的评价2019-03-30 00:29:18
以前对这个无感，后来看朋友戴着感觉接打电话很方便，特别是冬天，不用掏手机，开车也特方便，就试着买一枚，感觉还真不错，轻便，能连两部手机，声音也很清晰，华为的品质信得过，能满足我接打电话查看信息的需要，非常满意！2019-02-21 10:36:36
这个手环确实高端大气上档次，链接很是稳定，速度也很快，链接后音质很好，音量也很大，挂在耳朵上也很牢靠，手环的重量比较适合，比荣耀手环稍大稍重点，适合男士佩戴，物流很快，手环质量很好，链接方便稳定。值得推荐。2019-09-22 13:32:16
华为手环B5一共有商务版、时尚版、运动版三种款式，配色多样，用户可以根据自身需求去选择。我手上的这款是华为手环B5运动版黑色，该颜色不像小年轻喜欢的那种红、绿、蓝那样艳丽张扬，它更显沉着有内涵，出入各种商务场合不会显得唐突。买给爸爸的，和华为手机很搭，很和谐。比较有质感的手环，款式颜色适合爸爸，比以前买的运动手环好很多，重点是爸爸喜欢，做女儿的就很开心，钱也没白花。2019-09-02 09:39:59
非常好用，功能齐全，蓝牙耳机音质清晰，离线距离远，可穿墙。运动的时候必不可少。2019-05-11 20:27:13
非常好用，比之前b2那个先进了不少，大哥看了也不错，也买了一款，方便方便！大力推荐！2019-02-12 08:39:59
共买了9个，送给朋友的，都说挺好用的。打电话，听音乐很不错。待机也可以。2019-03-10 15:41:51
用了一段时间，颜值高，感觉不错，特别是开车的时候很方便。快速拨号也实用，拿起就拨出。2019-06-24 07:10:01
犹豫了很久买了华为手环，戴在手上之后，只要轻轻一抬手腕，屏幕就会自动亮起，在华为运动健康APP设置后，还可以进行翻腕切屏。手环可以显示时间、日期、天气与步数等多项参数，显示区域十分感人。高分辨率使得手环的文字、图案的渲染效果细腻，整体观感良好，无颗粒感。不错，物流很快，很喜欢。可以精准探知穿戴者的心跳、压力，以及睡眠状况，并在华为健康运动APP中给出数据反馈和相应的建议。2019-08-26 22:42:57
不错，京东钛金灰一直缺货，好不容易抢到手，自带运动版黑色表带，这两天热先带运动表带，功能强大，非常满意！睡眠功能慢慢再研究。2018-08-12 22:15:55
原图颜色，觉得特别好看～功能也还是不错，第一次买手环，体验还不错，这款颜值很高，比戴表还大气。非常开心～2019-02-17 19:32:34
这是帮同事买的，还送了这个东西。同事说很好用，还送了我几百个京豆。哈哈 真好手表的功能很多，好多同事都在用这款2019-03-20 11:28:39
首先，接打电话很方便，开车，办公室，娱乐的时候去下手环，实用，音质好。其次，睡眠记录不错，中午休息也能记录分析。不足，没有内置GPS。这么高端的手环没有移动支付。抬腕亮屏不灵敏，有待观察。综合来说，不错。2018-12-17 03:46:43
用过b2，已经习惯了，驾车使用非常方便。成为了身体一部分。b5功能更为强大，更为美观，配合华为手机，感觉非常棒。希望下一代电池能管久一些，创新以人为本。2018-08-17 21:51:26
特别棒的手环，很方便，还有通话语音，特别好，我很喜欢，买了三个，送朋友，送兄弟，2019-02-10 15:13:07
老公跟我说，他好友买了个手环不错，还可以接电话，拆下来可以做蓝牙耳机，不怕漏接电话了。聚会的时候，特意问了这位友人，说要在京东买的，而且发货特别快。立刻下单定了一个，咱也要让老公惊喜一下呗，当天晚上下单的，第二天下午就到货了，晚上老公回来特别开心?，现在已经用了半个月了，使用感很好?2019-07-23 13:13:25
非常喜欢，也很方便。第一天带感觉有点不舒服，已经很久没有带过手表手环之类的了，今天是第二天，感觉已经慢慢习惯了。基本没接电话，所以昨天70%的电，到现在还有60%，满意。最满意是信息提醒，再也不用盯着手机了。2019-06-03 20:24:40
用了几天才来评价的，一直想要款蓝牙耳机，又怕丢，这款手环耳机正合适，再也不担心找不到耳机了！很好！2019-09-07 07:29:45
这是我第3个运动送花，也是买的第2个华为的手环，这个能接打电话真的很方便，蓝牙连接的距离还算可以吧，计步功能不错比较准，大爱。2019-04-15 16:43:56
耳机很好用，戴着很舒服。蓝牙耳机声音清楚，连接也挺好的。不知道蓝牙最多离多远会断。功能还在摸索中。
可以接打电话。手环中可以存10个常用联系人，表盘可以切换，智能睡眠测试可以更好的了解自己的休息状况。
闹钟功能非常好用，能很好的提醒自己去做是。就是久坐提醒比较准时。
京东物流很快，当日拍，次日送达。而且京东物流很给力，送货人员态度非常好。2018-09-09 11:36:52
京东送货很及时，安全抵达！连接手机之后测试，通话清晰。待机时间有保证，收到后进行第一次充电，到今天为止第二次充电，很不错！运动健康记录清晰明确，挺好！就是橡胶腕带不透气啊&hellip;2018-12-18 18:08:13
物流很快，这是京东一向的特点。一到货就先拆，包装很好，手环上面保护膜很完整，还有百分之七十的电，看了看配件也都齐全，耳机还有备用耳套，先带上了，感觉不错，来电话信息震动提醒，步数也比较准2019-08-08 15:28:46
送老公的，包装不错，上档次，而且功能很多，我看中的是可以当耳机，给老公的一个惊喜，哈哈，开心得不得了，本来怕灰色很掉档次，但是实物很好看，反而更显年轻，不错不错，秒杀价买的，划算2019-01-25 16:10:58
手环用了一个多月才来评的，功能很强大，踢球，跑步，开车带着很方便！华为质量信得过2019-06-08 12:29:55
快递非常给力，头一天晚上下的单，第二天中午就到了！外观没有破损，全新的，很高端大气上档次，老婆买给的生日礼物，灰常喜欢，灰常喜欢，谢谢老婆的生日礼物！现在暂时用着没什么异常，感觉还不错，通话质量也很好，表带稍微长了一点，但是不用担心，卖家还送了小工具，自己动一动手就可以调整了，功能这些都还不错，对于我来说唯一的缺点就是防水等级低了，把防水等级提升，估计会非常给力！不多说，看图吧！2018-12-24 16:28:32
一直用华为的产品，真的很不错，记得第一代出来的时候就买了一个，结果我老婆生孩子的时候，不小心掉医院马桶了，之后买单位B3，又买的B5，真心不错，开车接电话，检测睡眠，运动都很好，打电话方便，不用掏出手机，我是忠实花粉，华为作为国产领头羊也很争气，一直用华为产品，也相信华为品质，手环做工不错，京东和华为值得信赖，送的爱奇艺阅片VR也不错2018-07-20 15:21:05
??华为（HUAWEI）华为手环 B3 青春版 蓝牙耳机 智能手环 接电话  计步 卡路里 睡眠 闹钟 黑色，，价格实惠，功能很多。2019-04-16 21:12:52
很高兴能够入手华为B5手环。做工方面肯定没问题，相信华为的品质。蓝牙耳机功能不错。音质很清晰，完全对得起这个价格。简直爱不释手啊。要是有支付功能就更好了。希望下一代能够支持游泳防水。。。最后希望华为越来越好2018-07-20 20:11:46
这是买的第二部了1.轻便小巧2.连接手机很方便3.寻找手机挺好用的4.正常使用在3-4天充一回电5.能连两部手机6.连苹果手机不提示信息和~等等反正能满足我接打电话和华为手机信息提醒的需求，很满意！2019-02-21 10:33:03
手环很漂亮，蓝牙通话很清晰，给老公买的，他选择了黑色，还是黑色更适合年轻人一些。功能很强大。上午买了，下午到，真方便！2019-01-16 06:21:36
体验很好?，这个产品值得信赖，值得拥有！接听电话及听音乐或者视频，都是可以的，特别在开车或者工作忙碌的时候！2019-06-13 15:46:12
B5手环非常棒，最突出的功能是分体蓝牙耳机适合驾驶机动车接打电话，不用了放回手环，以前用的蓝牙耳机不用了没地方放，想用时找不到。这种手环解决了该问题。手机设置静音后，来电手环震动提醒，不会错过！还有手环可存有10个常用联系人，方便拨打电话。2019-05-02 14:43:23
第一次用，外观很精细，操作简单，音质清晰。特别物流超快，今天买，明天就到。2019-05-09 20:04:21
蓝牙耳机和手环二合一，买了两个颜色的，一个是灰色一个黑色，从质感上来说，黑色的手环带着感觉更好看一点，电量使用上还不错，可以用一到两天，活动时候的购买性价比很高。检测睡眠功能不错，每天睡眠质量一目了然，连着iPhone也没什么问题！2019-07-24 11:47:29
第一次带，感觉好实用，不用每天找手机了，上班不让带手机，接打电话也很方便2019-03-10 10:57:18
最喜欢的手环很稀饭，虽然商务版适合男士，但我一个女孩子也喜欢的不得了，尤其东北的冬天用着很方便，穿一身正装带个手环，很气质的，如果我的手脖再粗一点就更完美啦，大爱华为，家里的华为电子秤也不错的。2019-01-02 08:50:33
用了以后才来评价，不能没有用就说好啊?，还真的挺不错的，计划在给老公买一个，开车接电话也很方便，而且带上也很时尚哦?2019-03-26 10:50:58
入手的第一个手环，戴着比较舒服，功能也很强大
有心率，计步等等，蓝牙功能也很强大
电池电量充满能用个3天左右，2019-07-02 20:54:53
我一般很少评价，不过这个确实不错，听音乐摘下就是耳机，放回就是外音，而且音质特别好，~，短信，来电提示功能非常棒，值得购买2019-07-20 15:01:26
很赞的手环，接听电话，运动都很方便，样式也很好看，超值得手环2019-06-15 15:49:59
音质挺好，接电话也方便了，很满意，大概三天左右充一次电，续航还可以2019-06-29 21:55:15
发货速度很快，回来直接立刻使用，外观很漂亮，大气，接听声音很高，方便，解决了很大的一个问题，里面的其他功能还未开发出来，后续之后在评价2019-06-11 18:43:26
非常不错，包装很高档，我们领导也用的这款，大气，方便，赞！2019-09-11 19:07:37
昨天订单今天就到了，物流非常的快，迫不及待的体验了一下，非常的好，比B3强多了，真的很满意2018-07-20 22:25:25
很好用，又可以手表又可以蓝牙耳机，真是ting了头。不仅华为能用，苹果也能用，超方便，耳机都可以不用了，大冷的天，不用冻手冻脚了2019-01-04 07:36:27
华为蓝牙耳机?确实好，开车打电话用非常安全，音质好，当手表用也很时尚2019-09-04 08:21:24
不错不错，看起来好极了，手环非常好，通话也清晰，开车时接电话方便多了，使用过程中没发现什么问题，喜欢的朋友可以毫不犹豫的购买了，哦！还有物流也超级快哦，总体来说非常满意了，后期还会持续关注哦，希望华为越来越好，支持国产！2019-09-23 12:53:28
非常不错的手环，蓝牙耳机声音清晰效果好，用起来方便，操作流畅，非常喜欢2018-12-23 21:15:33
离完美只差那么一点点！就是入耳感觉真的是欠缺。待机、通话清晰度、睡眠和运动记录、心率记录测量，甚至电话回拨功能都非常棒！感谢华为！支持华为！2019-07-20 16:42:07
首先这个颜色真的很棒！平时单车，自由训练都有对应的模式，晚上开睡眠模式可以清楚自己的睡眠情况。2019-06-09 15:43:27
用了1天，感觉不错，可以连接2个手机，而且都可以接听。华为，国产，真心不错，支持国产，加油，民族支柱产业，科技带给我们更多的生活便捷，就是蓝牙的有效距离受?等因素影响很大。2019-05-11 20:47:33
等了好久，终于出新啦，知道b5开卖瞬间秒了，下午就到手使用。用着不错，屏幕更大了，表带更人性，有洞洞透气，蓝牙通话太好了，音质收音都很棒，测试了一天电池也比较耐用。总的来说就是很不错，没白等这么久！2018-07-31 16:37:41
以前一直用的3，非常的方便，这款升级后，更美观，功能更强大。赞2019-04-10 11:45:26
非常好，就是没有优惠。。。b2,b3过了这么多年终于出b5了,很不错！比表轻，待机时间也长，也防水，洗澡没问题！游泳也没问题！2018-07-27 18:15:39
好评～快递很快早上10点下的单下午4点就到了，包装实在太简单了，数据线什么都没送～～手环还在体验中蓝牙耳机还可以听歌很棒，翻腕亮屏很灵敏不错，睡眠质量测试今天晚上试下?，总之体验还是很不错的就是不知道续航怎么样，用几天后再追评。2017-10-13 18:06:47
一直等B3换代，终于等来B5，首发即买。屏幕绝对是本次升级的一大亮点，彩屏+精度，无敌观感，大赞。耳机佩戴舒适感进一步小提升，默认耳塞已经可以适用了。心率功能也很有创意，进一步缩小了与华为手表的差异。总结：非常满意，无需手表了。
吐槽：1.表带阉割了蝴蝶扣，无语。2.捆绑华为软件，略有点&ldquo;流氓&rdquo;。2018-07-20 10:07:30
超级喜欢，身边好多朋友用的b3时就想买了，这次终于买了个b5，挺漂亮的，喜欢实用，支持国货，华为HUAWEI@还没研究好功能，完了慢慢研究吧！2018-08-12 19:52:56
很智能，很高级，很牛逼。后期看下续航能力，3天是我能接受的。之前买的华为运动手环颜值也很高，心率监测一致，抬腕亮屏反应差不多。让我玩玩再说2018-07-27 12:17:18
老公用着很好，挺喜欢的，电话来了有提示，还可以接，开车不用拿手机出来了2019-06-11 08:27:19
