brand,p_name,sku_id,weight,local,control,inch,connect,communicate,materal,IPXX,xuhang,display,funy,severce,is_bluetooth_talk,people,function
鑫喆,['鑫喆'],['53933344062'],['200.00'],[],['非触控屏'],['1.2'],['支持WIFI'],['无'],[],['不防水'],['7'],['其他'],['无'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
VOSSTR,['VOSSTR'],['43538486633'],['100.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
小米（MI）,['小米'],['55487554563'],['100.00'],[],['单点触控'],['0.8'],['支持WIFI'],['短信收发'],['硅胶'],['不防水'],['7'],['其他'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
三达（SANDA）,['佳明官网garmin跑步手表松路智能手表同款三达新款智能手环彩屏心率血压多功能运动防水手环'],['56319392752'],['1.0'],[],[],[],['USB'],[],[],[],[],[],[],[],[],['儿童'],[]
博之轮（BOZLUN）,['博之轮B15P白色'],['4119558'],['100.00'],['广东深圳'],[],[],[],[],[],[],[],[],[],[],[],['成人'],[]
乐心（HIIN）,['乐心'],['47118789256'],['43.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
飓匠,['智能手表运动插卡初中学生可通话打电话苹果华为oppo蓝牙手环快乐的天才密迪尔同款'],['56009099227'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],['成人'],[]
展缘,['华为商城同款儿童电话手表智能gps定位多功能手机防水运动手环4g网通男女孩中小学生天才拍照触摸通话插'],['56025954708'],['300.00'],['中国大陆'],[],[],['Wi'],[],[],[],[],[],[],[],[],['儿童'],[]
博之轮（BOZLUN）,['博之轮'],['37055933514'],['250.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTR'],['34187307301'],['300.00'],[],[],[],[],[],['皮革'],['生活防水'],['4-7'],['无触屏'],['5种以下'],[],[],['男士'],['睡眠监测']
小米（MI）,['小米'],['54603821902'],['1.0'],[],[],[],[],[],['其他'],['不防水'],['3'],['其他'],['15种以上'],[],[],['老人'],[]
华为（HUAWEI）,['华为'],['10737120735'],['140.00'],[],[],[],[],[],['其他'],['生活防水'],['4-7'],['其他'],['否'],[],[],['男士'],['久坐提醒']
鑫喆,['鑫喆'],['30205595946'],['300.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['无'],['金属'],['生活防水'],['7'],['其他'],['跑步'],[],['不支持蓝牙通话'],['通用'],['NFC功能']
小米（MI）,['小米'],['29018581602'],['100.00'],[],['多点触控'],['0.8-1.0'],[],[],[],['50米防水'],[],['其他'],['跑步'],[],[],['男士'],['消息提醒']
DMDG,['DMDG'],['32259853999'],['100.00'],[],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],[],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
纽曼（Newmine）,['纽曼'],['12143900283'],['100.00'],['中国大陆'],['非触控屏'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['皮革'],['生活防水'],['7-10'],['黑白屏'],['跑步'],['30天无忧退'],['支持蓝牙通话'],['男士'],['消息提醒']
Fitbit 乐活（）健身手环健康追踪器 运动手环 睡眠监测 计步器 Charge2促 黑色 L号,['Fitbit'],['1990913049'],['300.00'],[],[],[],[],[],['橡胶'],['生活防水'],['4-7'],['其他'],['5'],[],[],[],[]
华为（HUAWEI）,['华为'],['45088486121'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTRB80'],['41623390251'],['100.00'],['中国大陆'],[],[],[],[],['金属'],['50米防水'],['4-7'],['彩色触屏'],['5'],['一年质保'],[],['女士'],[]
VOSSTR,['VOSSTR'],['11826840657'],['300.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['金属'],['30米防水'],[],['彩屏'],['跑步'],['一年质保'],[],['男士'],['消息提醒']
鑫喆,['鑫喆'],['31186101271'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['小米'],['42225598778'],['164.0'],[],['单点触控'],['1.2'],[],[],[],['生活防水'],['7'],['彩屏'],['跑步'],[],[],['儿童'],['消息提醒']
诚可（CHKEPZ）,['适用乐心手环腕带智能手环带手表带mambo替换带mambo2运动腕带'],['51058245339'],['20.00'],[],['多点触控'],['0.8-1.0'],[],[],[],['30米防水'],['7-15'],['其他'],['骑行'],[],['支持'],['女士'],['心率监测']
VOSSTR,['VOSSTR'],['42878275012'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
小米（MI）,['小米'],['55487563108'],['100.00'],[],['单点触控'],['0.8'],['支持WIFI'],['短信收发'],[],['不防水'],['7'],['其他'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['44159152815'],['150.00'],['中国大陆'],['非触控屏'],['0.8'],[],[],['TPU'],['50米防水'],['7-15'],['黑白屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
瑞之缘,['手环量血压心率心电图监测计步多功能老人健康心跳测高仪器手表男女oppo华为vivo'],['55786413064'],['20.00'],[],[],[],[],[],[],[],[],[],[],[],[],['中性'],[]
小米（MI）,['小米'],['30726529986'],['170.00'],[],[],[],[],[],['TPU'],['生活防水'],['4-7'],['彩色触屏'],['5种以下'],[],[],[],[]
AMAZFIT,['AMAZFIT'],['57091719873'],['100.00'],[],['单点触控'],['0.8'],['支持WIFI'],['短信收发'],[],['不防水'],['7'],['其他'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['55234858748'],['200.00'],[],['单点触控'],['0.8'],['支持蓝牙'],['无'],[],['50米以上防水'],['12-14'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['心率监测']
华为,['华为'],['54829755212'],['30.00'],[],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
浩酷（HOCO）,['浩酷'],['1617572462'],['10.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
康普奇（Compucci）,['康普奇'],['55303117632'],['100.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],['两年质保'],['不支持蓝牙通话'],['通用'],['心率监测']
文明,['小米手环3腕带'],['30355405665'],['1.0'],[],[],[],[],[],['皮革'],[],[],[],[],[],[],[],[]
360,['360'],['36096836516'],['200.00'],[],[],[],[],[],['其他'],['生活防水'],['3'],['彩色触屏'],['否'],[],[],['儿童'],['GPS定位']
360,['360'],['30946960126'],['188.00'],[],[],[],[],[],['硅胶'],['30米防水'],['3'],['彩色触屏'],[],[],[],[],[]
JJJMJ,['华为商城同款电子血压测量仪家用自动精准测量计智能手环心率氧老人健康手腕式运动计步来电提醒多功能手表'],['52780104246'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],['老年'],[]
乐心（lifesense）,['乐心智能手环男女防水计步器安卓苹果运动手环心率手表ZIVA'],['57247798076'],['500.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
AMAZFIT,['Amazfit'],['16673180684'],['145.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],['成人'],[]
瑞德罗曼,['瑞德罗曼W480'],['52340866250'],['1.0'],[],[],[],[],[],['皮革'],['生活防水'],['3'],['彩色触屏'],['5种以下'],[],[],['男士'],[]
小寻,['小寻'],['51430807546'],['180.00'],['中国大陆'],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],['否'],[],[],['儿童'],['多重定位']
华为（HUAWEI）,['华为'],['55704748447'],['300.00'],['中国大陆'],['单点触控'],['0.8'],['支持蓝牙'],['短信收发'],[],['生活防水'],['7-10'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
小米（MI）,['小米'],['57257211569'],['100.00'],[],['单点触控'],['0.8'],['支持蓝牙'],['无'],['硅胶'],['生活防水'],['7'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
乐心（lifesense）,['乐心'],['43546211464'],['50.00'],[],['单点触控'],['0.8-1.0'],[],[],[],['30米防水'],['7-15'],['黑白屏'],['跑步'],[],['不支持'],['通用'],['消息提醒']
华为（HUAWEI）,['华为'],['53439701359'],['0.9'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
fitup,['fitupV06S'],['33674085940'],['390.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['30米防水'],['7-15'],['黑白屏'],['跑步'],['30天无忧退'],['支持'],['男士'],['心率监测']
西蒙迪奥（SMONDOR）,[],['30176712600'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
amazfit,['amazfit'],['41039745776'],['250.00'],['中国大陆'],[],[],[],[],['硅胶'],['生活防水'],['4-7'],['彩色触屏'],[],['一年质保'],[],['通用'],[]
DMDG,['DMDG'],['34272002294'],['100.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],['16-21'],['彩屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
博之轮（BOZLUN）,['博之轮'],['31066103185'],['200.00'],['中国大陆'],['单点触控'],['1.0-1.2'],['支持蓝牙'],['免持接听'],['其他'],['不防水'],['7-15'],['彩屏'],['跑步'],['30天无忧退'],['支持'],['男士'],['消息提醒']
VOSSTR,['VOSSTR'],['46527112774'],['100.00'],['中国大陆'],['单点触控'],['1.0-1.2'],[],[],['金属'],['30米防水'],['7'],['彩屏'],['跑步'],['一年质保'],[],['通用'],['消息提醒']
希娜塔,['希娜塔W17'],['55116404137'],['1.0'],['中国大陆'],[],[],[],[],['皮革'],['生活防水'],['4-7'],['彩色触屏'],['5种以下'],[],[],['通用'],[]
晨代骄,['amazfit华米米动青春版手表腕带手环链表带充电数据线硅胶套配件'],['51099253116'],['100.00'],[],[],[],[],[],[],[],[],[],[],[],[],['成人'],[]
联语（LIANYU）,['智能手表watch'],['47968468223'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],['成人'],[]
华为（HUAWEI）,['华为'],['27521191616'],['93.00'],[],[],[],[],[],[],[],[],[],[],[],[],['中性'],[]
普利邦（PULEEBUMG）,['普利邦'],['41051548745'],['50.00'],[],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
VOSSTR,['VOSSTR'],['32679923468'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
霹雳先锋,['霹雳先锋'],['13114240916'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTR'],['27633778520'],['200.00'],[],[],[],[],[],['金属'],['生活防水'],['3'],['彩色触屏'],['无'],['一年质保'],[],['通用'],[]
HUAWEI,['HUAWEI'],['10945740765'],['95.00'],[],[],[],[],[],['其他'],['生活防水'],['3'],['其他'],[],[],[],['男士'],[]
炫戴（XUANDAI）,['炫戴'],['52703216157'],['100.00'],[],['单点触控'],['0.8'],['支持WIFI'],['短信收发'],[],['不防水'],['7'],['无屏幕'],['跑步'],[],[],['通用'],['消息提醒']
纽曼（Newmine）,['纽曼'],['47167088840'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
魅英（MEIYING）,['魅英'],['57390274700'],['200.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['无'],['其他'],['不防水'],['7'],['其他'],['无'],[],['不支持蓝牙通话'],['通用'],['久坐提醒']
炫戴（XUANDAI）,['炫戴'],['37182761267'],['0.8'],[],['单点触控'],['0.8-1.0'],[],[],[],['30米防水'],[],['其他'],['器械训练'],[],[],['通用'],['睡眠监测']
华为（HUAWEI）,['华为'],['54614617033'],['250.00'],[],['多点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['41168629101'],['50.00'],[],['单点触控'],['1.0-1.2'],[],[],[],['生活防水'],[],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
特兰恩（Tralean）,['特兰恩'],['17868361926'],['100.00'],[],[],[],[],[],['金属'],[],[],[],[],[],[],[],[]
爱多（IDALL）,['爱多'],['33278707483'],['0.54'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['53033850225'],['80.00'],[],['单点触控'],['0.8'],['支持蓝牙'],['来电提醒'],['织布'],['50米防水'],['12-14'],['黑白屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['通用'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['45332891551'],['1.0'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],[],['其他'],['跑步'],['一年质保'],[],['男士'],['心率监测']
普利邦（PULEEBUMG）,['普利邦'],['46098450117'],['50.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
霹雳先锋,['霹雳先锋小米手环3'],['53567553432'],['100.00'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],[],['彩屏'],['跑步'],[],['支持蓝牙通话'],['通用'],['消息提醒']
希娜塔,['希娜塔Z520'],['52830723325'],['1.0'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['免持接听'],['TPU'],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['通用'],['消息提醒']
特兰恩（Tralean）,['特兰恩'],['32279344563'],['100.00'],[],[],[],[],[],['其他'],['生活防水'],['8-15'],['彩色触屏'],['5种以下'],[],[],['男士'],['消息提醒']
lcsoa,['lcsoa'],['32166068396'],['100.00'],[],['单点触控'],['0.8-1.0'],[],[],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持'],['通用'],['消息提醒']
DMDG,['DMDG'],['57557157467'],['100.00'],[],['多点触控'],['1.2'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
Keep,['KeepB1'],['100005223182'],['80.00'],['中国北京'],['多点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['其他'],['50米防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
纽曼（Newmine）,['纽曼'],['13974126199'],['200.00'],[],['单点触控'],['0.8-1.0'],[],[],['皮革'],['生活防水'],['21'],['黑白屏'],['跑步'],[],['不支持'],['通用'],['消息提醒']
全颂,['全颂'],['35208508428'],['100.00'],[],['单点触控'],['0.8'],[],[],[],['生活防水'],['7'],['其他'],['跑步'],[],[],['通用'],['睡眠监测']
真匠,['真匠'],['36208702798'],['47.00'],['中国大陆'],[],[],[],[],['皮革'],['生活防水'],['4-7'],['彩色触屏'],['5种以下'],['两年质保'],[],['老人'],['心率监测']
特兰恩（Tralean）,['特兰恩'],['35291629971'],['100.00'],[],[],[],[],[],['硅胶'],['生活防水'],['4-7'],['彩色触屏'],['5种以下'],[],[],['男士'],['消息提醒']
希娜塔,['希娜塔F1'],['47383025266'],['100.00'],['中国大陆'],['单点触控'],['1.0-1.2'],['支持蓝牙'],['免持接听'],['皮革'],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['华为ERS'],['4413315'],['90.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['TPU'],['50米防水'],['16-21'],['黑白屏'],['跑步'],[],['不支持'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['54399033942'],['100.00'],['中国大陆'],[],[],[],[],['其他'],['50米防水'],['8-15'],['彩色触屏'],['无'],['一年质保'],[],['男士'],[]
捷升,['小米手环3充电线'],['30541917949'],['300.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
dido,['didoB36'],['43631307329'],['310.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['7-10'],['彩屏'],['无'],['一年质保'],['不支持蓝牙通话'],['女士'],['消息提醒']
纽曼（Newmine）,['纽曼'],['37356524453'],['300.00'],[],[],[],[],[],['其他'],['30米防水'],['30'],['其他'],['15种以上'],[],[],['儿童'],['自定义表盘']
AMAZFIT,['AMAZFIT'],['28043218140'],['100.00'],[],[],[],[],[],['硅胶'],['生活防水'],['4-7'],['彩色触屏'],[],[],[],['通用'],[]
华为（HUAWEI）,['华为'],['50599690563'],['500.00'],[],['非触控屏'],['0.8-1.0'],[],[],['TPU'],['生活防水'],['7'],['黑白屏'],['跑步'],[],[],['男士'],['消息提醒']
鑫喆,['鑫喆'],['54193942381'],['200.00'],[],['非触控屏'],['0.8'],['支持WIFI'],['无'],['其他'],['不防水'],['7'],['其他'],['无'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
DMDG,['DMDG'],['11357268890'],['300.00'],[],['非触控屏'],['0.8'],[],[],['硅胶'],['生活防水'],[],['黑白屏'],['跑步'],[],[],['男士'],['运动计步']
美国直邮 佳明 Garmin vivofit 3运动手环 日常健康 黑色,['美国直邮'],['1992753161'],['17.27'],[],[],[],[],[],[],[],[],[],[],[],[],['中性'],[]
魅英（MEIYING）,['魅英'],['47869435830'],['200.00'],[],['非触控屏'],['0.8'],[],[],[],['不防水'],['7'],['无屏幕'],['跑步'],[],['不支持'],['通用'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['45699943677'],['50.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['免持接听'],['皮革'],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
普利邦（PULEEBUMG）,['普利邦'],['46557493149'],['50.00'],[],['单点触控'],['1.2'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],[],['彩屏'],['跑步'],['一年质保'],[],['通用'],['消息提醒']
乐心（HIIN）,['乐心'],['34134029603'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['56668406901'],['90.00'],['中国大陆'],['非触控屏'],['0.8-1.0'],['支持WIFI'],['免持接听'],['TPU'],['生活防水'],['7'],['黑白屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
瑞德罗曼,['瑞德罗曼'],['45830155917'],['1.0'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['44229719853'],['300.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
小寻,['小寻'],['48974164809'],['50.00'],[],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],[],['一年质保'],[],['儿童'],[]
dido,['dido'],['45862042514'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
七佳数码,['七佳数码'],['52382627363'],['300.00'],[],['非触控屏'],['0.8'],[],[],[],['不防水'],['7'],['无屏幕'],['跑步'],[],['不支持'],['通用'],['消息提醒']
Keep,['KeepB1'],['100004601378'],['80.00'],['中国北京'],['多点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['其他'],['50米防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
JJJMJ,['华为商城同款'],['52609355771'],['300.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],['儿童'],[]
佳明（GARMIN）,['佳明010'],['100002673537'],['120.00'],['中国台湾'],[],[],[],[],[],[],[],[],[],[],[],['成人'],[]
普利邦（pulibang）,['普利邦'],['53037205175'],['1.0'],[],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],[],['男士'],['心率监测']
普利邦（PULEEBUMG）,['普利邦'],['52857660654'],['50.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['30米防水'],['7-10'],['彩屏'],['跑步'],['两年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
橙朗,['橙朗'],['45987858651'],['100.00'],[],['全屏触控'],['1.0-1.2'],[],[],['硅胶'],['生活防水'],['7-15'],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
诚可（CHKEPZ）,['小米手环2腕带二代替换带小米手环3腕带4代三代表带小米手环1运动金属原装光感替换'],['57370361108'],['20.00'],[],['全屏触控'],['1.2'],['支持蓝牙'],['来电提醒'],['金属'],['不防水'],['24'],['其他'],['跑步'],[],['不支持蓝牙通话'],['儿童'],['心率监测']
荣耀,['荣耀手环4'],['43758003132'],['70.00'],['中国大陆'],[],[],['蓝牙连接'],[],[],[],[],[],[],[],[],['中性'],[]
爱多（IDALL）,['爱多'],['37678179015'],['10.00'],[],['单点触控'],['0.8'],[],[],['其他'],['不防水'],['7'],['其他'],['跑步'],[],['不支持'],['通用'],['运动计步']
普利邦（pulibang）,['普利邦'],['47621009229'],['1.0'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
VOSSTR,['VOSSTRB5'],['33820757567'],['3.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['通用'],['消息提醒']
HUAWEI,['HUAWEIB19'],['41314075932'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['55166386790'],['100.00'],[],['非触控屏'],['0.8'],['支持蓝牙'],['无'],[],['50米以上防水'],['12-14'],['黑白屏'],['跑步'],[],['不支持蓝牙通话'],['男士'],['消息提醒']
VOSSTR,['VOSSTR'],['55629359185'],['200.00'],[],['单点触控'],['1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
诚可（CHKEPZ）,['适用小米手环3'],['57304512342'],['20.00'],[],['单点触控'],['0.8'],['支持蓝牙'],['来电提醒'],['金属'],['30米防水'],['7-10'],['其他'],['登山'],[],['支持蓝牙通话'],['女士'],['心率监测']
虎克,['虎克'],['16644994675'],['130.00'],['中国大陆'],[],[],[],[],['TPU'],['生活防水'],['4-7'],['无触屏'],['否'],[],[],[],[]
橙朗,['橙朗'],['40373390204'],['100.00'],[],['单点触控'],['0.8'],[],[],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持'],['通用'],['消息提醒']
夏豹,['夏豹'],['31224837030'],['100.00'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['金属'],['不防水'],['7-15'],['无屏幕'],['跑步'],[],['不支持'],['通用'],['GPS定位']
荣耀,['华为荣耀手环3'],['44174580557'],['180.00'],['中国大陆'],[],[],['蓝牙连接'],[],[],[],[],[],[],[],[],['中性'],[]
博之轮（BOZLUN）,['博之轮'],['27978009366'],['200.00'],['中国大陆'],['非触控屏'],['1.0-1.2'],[],[],['硅胶'],['30米防水'],['7'],['彩屏'],['跑步'],['30天无忧退'],[],['男士'],['消息提醒']
DMDG,['DMDG'],['11360460714'],['200.00'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为手环3'],['43347699731'],['140.00'],[],['多点触控'],['0.8-1.0'],[],[],[],['50米以上防水'],['7'],['黑白屏'],['跑步'],['一年质保'],['不支持'],['男士'],['消息提醒']
智美德科技（DFYOU）,['智美德科技'],['33745100937'],['100.00'],[],['全屏触控'],['1.2'],[],[],[],['30米防水'],[],['彩屏'],['跑步'],[],[],['男士'],['久坐提醒']
爱多（IDALL）,['爱多'],['33278019719'],['0.54'],['中国大陆'],['单点触控'],['0.8-1.0'],[],[],['金属'],['生活防水'],['7'],['彩屏'],['跑步'],['30天无忧退'],['不支持'],['男士'],['消息提醒']
VOSSTR,['VOSSTRB9'],['29859333703'],['200.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['52262262150'],['30.00'],[],['非触控屏'],['0.8-1.0'],[],[],[],['生活防水'],['7'],['黑白屏'],['跑步'],[],[],['男士'],['消息提醒']
小寻,['小寻XUNSWF001'],['100000631169'],['145.00'],['中国大陆'],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],['5种以下'],[],[],['男士'],[]
ADZ,['ADZTB01'],['42748660580'],['200.00'],[],['单点触控'],['0.8-1.0'],[],[],['硅胶'],['生活防水'],['7'],['彩屏'],['跑步'],[],[],['男士'],['消息提醒']
DMDG,['DMDG'],['56697921442'],['154.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7'],['彩屏'],['跑步'],[],['支持蓝牙通话'],['男士'],['消息提醒']
360,['360'],['13931470407'],['105.00'],[],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],[],[],[],[],[]
瑞德罗曼,['瑞德罗曼W250'],['46838350785'],['100.00'],[],[],[],[],[],['硅胶'],['生活防水'],['3'],['彩色触屏'],['5'],[],[],['男士'],[]
小米（MI）,['小米'],['50102302520'],['80.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['33409530006'],['100.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['51510372248'],['120.00'],['中国大陆'],['多点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['硅胶'],['50米防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['56611054355'],['500.00'],[],['单点触控'],['0.8'],['支持蓝牙'],['来电提醒'],[],['50米以上防水'],['12-14'],['黑白屏'],['跑步'],[],['不支持蓝牙通话'],['通用'],['消息提醒']
华为（HUAWEI）,['华为荣耀小K2儿童电话手表'],['41911770966'],['0.9'],[],[],[],[],[],['TPU'],['生活防水'],['3'],['彩色触屏'],['否'],[],[],['老人'],['电子围栏']
普利邦（PULEEBUMG）,['普利邦'],['55344328994'],['500.00'],['中国大陆'],['单点触控'],['1.0-1.2'],['支持蓝牙'],['来电提醒'],[],['生活防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
华为（HUAWEI）,['华为'],['39170135550'],['500.00'],[],['单点触控'],['0.8'],[],[],[],['50米以上防水'],[],['黑白屏'],['跑步'],['一年质保'],[],['通用'],['睡眠监测']
fitup,['fitupV11'],['29229141149'],['28.00'],['中国大陆'],['单点触控'],['0.8-1.0'],['支持蓝牙'],['来电提醒'],['TPU'],['30米防水'],['7-10'],['彩屏'],['跑步'],['一年质保'],['不支持蓝牙通话'],['男士'],['消息提醒']
普利邦（pulibang）,['普利邦'],['46119153927'],['1.0'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
华为（HUAWEI）,['华为'],['37408044112'],['40.00'],['中国大陆'],[],[],[],[],[],[],[],[],[],[],[],[],[]
amazfit,['amazfit'],['17933306684'],['70.00'],['中国大陆'],['单点触控'],['1.2'],[],[],['硅胶'],['50米防水'],['16-21'],['彩屏'],['跑步'],['一年质保'],['不支持'],['通用'],['消息提醒']
