脉迹（mystrace）,脉迹MS-JK1001,100003436905,380.00g,中国大陆,非触控屏,0.8英寸以下,支持蓝牙,无,其他,7-10天,黑白屏,生活防水,跑步,无,一年质保,不支持蓝牙通话,老人，通用
华为（HUAWEI）,华为手环B3青春版 智能运动手环男女 蓝牙耳机可通电话手表5 睡眠监测穿戴苹果安卓通用Pro 黑色,35670020152,华为卓瑞尔专卖店,300.00g,全屏触控,0.8-1.0英寸,支持蓝牙,来电提醒,硅胶,7天以下,黑白屏,生活防水,跑步,内置扬声器,30天无忧退，一年质保,支持蓝牙通话,男士，女士
华为（HUAWEI）,华为荣耀智能手表Watch Magic运动手环4男女士心率游泳防水GT2定位 【新款】经典款-熔岩黑,12615251692
特兰恩（Tralean）,特兰恩（Tralean） 智能手环 彩屏ECG+PPG心电图心率血压多功能运动手环jx21 P3彩屏  黑+纯黑,56272799350,精选贸易数码专营店,200.00g,跑步,非触控屏,支持蓝牙,无,其他,彩屏,生活防水,7天以下,心率监测，睡眠监测，久坐提醒,无,不支持蓝牙通话,男士，通用,0.8-1.0英寸
小米（MI）,小米（MI）以官网信息为准,50038177034
乐心（lifesense）,乐心mambo5,100000731746,120.00g,中国大陆,单点触控,支持蓝牙,来电提醒,0.8-1.0英寸,TPU,跑步，骑行，游泳，器械训练,24天以上,通用,彩屏,30米防水,不支持泳姿识别,不支持蓝牙通话,一年质保
华为（HUAWEI）,【送皮+钢表带】华为手表watch gt运动智能手表蓝牙心率睡眠监测防水2周续航NFC支付手环 运动版-黑色【送皮表带+三件套礼包】晒单再送钢表带,26400516161
华为（HUAWEI）,【领券减100】华为智能手表Watch GT蓝牙无线心率监测智能穿戴计步器2周续航支付手环男女通用 运动版-黑色皮表带+大礼包（现货）,35322284851
华为（HUAWEI）,华为（HUAWEI）B5,31166694752
Fitbit,FitbitInspire HR,100004110614,100.00g,中国大陆,跑步，骑行，游泳,多点触控,支持蓝牙,无,其他,黑白屏,50米防水,7天以下,消息提醒，心率监测，睡眠监测，运动计步，久坐提醒,来电提醒,不支持蓝牙通话,男士，女士，老人,0.8英寸以下
华为（HUAWEI）,华为（HUAWEI） 彩屏全触控智能手环蓝牙耳机一体机运动跑步计步器商务通话手表睡眠心率监测男士通用 华为手环 B5【商务版 摩卡棕】,30603439567
华为（HUAWEI）,【领券直降】华为手环B5 智能运动蓝牙通话心率睡眠监测男女手表 消息来电提醒安卓ios手机适用3 B5曜石黑-运动版+皮表带+大礼包,30001221231
小米（MI）,【自营仓】小米（MI）手环4NFC版心率运动手环睡眠手环内置小爱同学语音遥控手机控制家中电器 小米手环4 NFC,49879464323
华为（HUAWEI）,华为（HUAWEI）华为儿童手表3,41540395617
小寻,小寻小寻儿童电话手表S2,100000317694
华为（HUAWEI）,华为（HUAWEI） 【咨询享豪礼】华为手环B3 蓝牙耳机通话智能男女穿戴手环手表卡路里 睡眠监测 B3青春版黑色+硅胶带大礼包（GRU-B09）,15897202879
华为（HUAWEI）,华为荣耀手环5 运动智能蓝牙手表50米防水nfc游泳血氧心率监测4计步器3有篮球版 【标准版】荣耀手环5-陨石黑,52506057738,港讯智能专营店,100.00g,全屏触控,支持蓝牙,0.8-1.0英寸,无,硅胶,7-10天,跑步，游泳,彩屏,50米防水,支持泳姿识别,通用,一年质保,无
小米（MI）,小米（MI） 手环4nfc4代彩屏心率健康睡眠监测智能支付手环男女腕带防水运动手表3计步器来电提醒 小米手环4 NFC版,53800419037,小米爆米花专卖店,20.00g,中国大陆,小米手环4,器械训练,单点触控,支持蓝牙,7天以下,彩屏,50米以上防水,支持蓝牙通话,0.8英寸以下,短信收发,内置扬声器,老人
ADZ,ADZP11,43949892253
dido,didoG19,10868334431,dido旗舰店,130.00g,中国大陆,dido G19,单点触控,支持蓝牙,跑步,来电提醒,硅胶,通用,7-10天,黑白屏,30米防水,防丢失,0.8英寸以下
华为（HUAWEI）,华为（HUAWEI）HUAWEI WATCH GT,45191826441
全程通,全程通全程通BY51,100001825765
欧坦,欧坦Z28,50564619598
Keep,KeepB1,48700665132,Keep旗舰店,20.00g,10872,跑步,多点触控,支持WIFI,无,TPU,彩屏,生活防水,7天以下,消息提醒，心率监测，睡眠监测,来电提醒,不支持蓝牙通话,通用
爱多（IDALL）,爱多（IDALL）W8,41421937472,IDALL旗舰店,0.83kg,中国大陆,W8,1.2英寸以上,单点触控,支持蓝牙,来电提醒,皮革，TPU,彩屏,30米防水,跑步，游泳,消息提醒，心率监测，睡眠监测,一年质保,拍照
小米（MI）,小米（MI） 米兔智能儿童电话手表2女孩男孩学生手表手机通话GPS定位防水防丢手环 米兔儿童电话手表2-公主粉(拍照版),10964787858
360,360 儿童电话手表8X 4G视频通话定位支付防水手机男女孩小学生拍照智能gps多功能运动手环 粉色+表带+挂坠+贴膜+彩笔+电话卡,46631869098
华为（HUAWEI）,华为荣耀智能手表Watch Magic 运动手环游泳防水心率监测GPS定位一周续航GT 2 经典款（熔岩黑）,28113234949
华为（HUAWEI）,华为智能手表WATCH2 pro电话手表独立通话运动计步GT定位心率NFC手环 【Pro版】钛银灰 送钢表带,20046867943
华为（HUAWEI）,华为荣耀小K2儿童电话手表防水GPS定位360度智能手环3s 魔法蓝,40056448379
NOERDEN,NOERDEN 牛丁 智能手表 瑞士机芯 LIFE2运动时尚男女士腕表 防水计步电话提醒手环 炫酷黑,11102218233
华为（HUAWEI）,【直降】华为智能运动手环b3青春版  蓝牙通话男女手表 睡眠监测安卓苹果系统计步器 GRU-B09黑色,16981236264
华为（HUAWEI）,【咨询享豪礼】华为手环3Pro GPS支付监测智能手环 运动游泳智能心率睡眠监测提醒B29 【GPS】3Pro-曜石黑+送腕带+大礼包,14703117638
华为（HUAWEI）,华为儿童电话手表3 360度防水GPS七重定位 小天男女学生移动2G通话 高清拍照智能手环 太空灰,41550779037
全程通,全程通W8,100005667668,120.00g,中国大陆,单点触控,1.2英寸以上,支持蓝牙,来电提醒,TPU,7-10天,彩屏,30米防水,跑步，骑行,拍照,30天无忧退，一年质保,不支持蓝牙通话,男士，通用
华为（HUAWEI）,【直降100元】华为手环B5 蓝牙耳机通话运动计步器 蓝牙彩屏智能手表电话 压力监测心率睡眠穿戴 B5运动版-曜石黑+大礼包+晒图加送钢带,30498886629
小米（MI）,小米（MI） 手环4代nfc版智能运动手环男女学生腕带3彩色触屏蓝牙手机监测心率新品定制logo刻字 小米手环4NFC 黑色(新品）,12355585097
dido,didoF5,44493815057,dido旗舰店,250.00g,中国大陆,单点触控,0.8-1.0英寸,支持蓝牙,来电提醒,硅胶,7天以下,彩屏,生活防水,无,防丢失,一年质保,支持蓝牙通话
华为（HUAWEI）,华为（HUAWEI）荣耀手环4,52882981104,港讯智能专营店,0.78kg,全屏触控,支持蓝牙,0.8-1.0英寸,无,硅胶,7-10天,跑步，游泳,彩屏,50米防水,支持泳姿识别,通用,一年质保,无
普利邦（PULEEBUMG）,普利邦（PULEEBUMG）PX19,43833496475
真匠,真匠 老人电话手表定位成人智能测心率血压健康GPS定位器老年防走失走丢通话防水运动手环跟踪器 智能版 黑_血压心率+一键求救+精准定位+大声音,18549681070
华为（HUAWEI）,华为（HUAWEI） 荣耀小K2智能儿童手表 儿童电话手表GPS定位高清通话防水手表手环男女穿戴手环 （魔法蓝）,40108000310
华为（HUAWEI）,华为（HUAWEI）WATCH GT,45234515968
华为（HUAWEI）,华为（HUAWEI）Watch Magic,35701048864
AMAZFIT,AMAZFITA1930,100006955452,200.00g,中国大陆,单点触控,0.8英寸以下,支持蓝牙,无,TPU,7-10天,黑白屏,生活防水,无,无,一年质保,不支持蓝牙通话,通用
华为（HUAWEI）,华为（HUAWEI）华为手环3/3Pro,43293592599
乐心（lifesense）,乐心【东家智选】年货节 乐心手环MAMBO5,100001798137,120.00g,中国大陆,单点触控,支持蓝牙,来电提醒,0.8-1.0英寸,TPU,跑步，骑行，游泳，器械训练,24天以上,通用,彩屏,30米防水,不支持泳姿识别,不支持蓝牙通话,一年质保
华为（HUAWEI）,华为（HUAWEI）荣耀手环4标准版,34049866533
瑞德罗曼,瑞德罗曼W250,40880517992,瑞德罗曼数码旗舰店,1.0kg,单点触控,支持蓝牙,跑步，器械训练,消息提醒，心率监测，运动计步,金属,通用,7天以下,彩屏,生活防水,不支持泳姿识别,防丢失,来电提醒,不支持自动调节亮度
ADZ,ADZAV5,47620770423
华为（HUAWEI）,华为（HUAWEI）华为手环4E,19512316969,华为臻联专营店,90.00g,单点触控,0.8英寸以下,支持蓝牙,来电提醒,TPU,12-14天,黑白屏,50米防水,跑步,无,一年质保,不支持蓝牙通话,男士，女士
小米（MI）,小米（MI）小米手环4/NFC,49866112834
斯泰克（stiger）,斯泰克P11,100007255278,125.00g,中国大陆,单点触控,0.8-1.0英寸,支持蓝牙,来电提醒,TPU,7天以下,彩屏,生活防水,跑步,拍照,一年质保,不支持蓝牙通话,男士，通用
华为（HUAWEI）,华为（HUAWEI）荣耀手环 5,52616058004,荣耀智能旗舰店,300.00g,中国大陆,0.8-1.0英寸,全屏触控,支持蓝牙,来电提醒,硅胶,彩屏,50米防水,跑步，骑行,心率监测，睡眠监测，运动计步,一年质保,无,通用
360,360 儿童电话手表SE5智能通话GPS定位 小学生手环彩色触屏男女孩移动版小米 SE5-宝石蓝,50195514455
小米（MI）,小米（MI） 米兔儿童电话手表2C女孩男孩学生手表手机通话GPS定位防水防丢手环 米兔儿童电话手表2C 王子蓝,11726975656
dido,didoG16,100002113677,120.00g,中国大陆,单点触控,0.8-1.0英寸,支持蓝牙,来电提醒,硅胶，TPU,7-10天,彩屏,生活防水,跑步,防丢失,一年质保,不支持蓝牙通话,通用
dido,didoF10,48923924816,dido旗舰店,150.00g,中国大陆,单点触控,支持蓝牙,骑行，游泳,来电提醒,硅胶,通用,7-10天,彩屏,30米防水,防丢失,0.8-1.0英寸,一年质保
华为（HUAWEI）,【咨询领券】华为手环3e原装智能运动手表防水男女通用监测睡眠来电提醒长续航跑鞋计步器支持团单定制礼品 【华为手环3e】曜石黑,39069670010
小米（MI）,小米（MI） 小米手环4 彩色触屏防水智能运动手表男女跑步心率计步器腕带语音提醒手环3升级款手环 小米手环4 黑色 NFC版,50046018713
小米（MI）,小米（MI） 米兔儿童电话手表2C女孩男孩学生手表手机通话GPS定位防水防丢手环 米兔儿童电话手表2C 公主粉,54983940777,小米爆米花专卖店,170.00g,中国大陆,1100780,12-14mm,30-40mm,儿童电话手表,彩色触屏,生活防水,5-10种,插卡通话,3天以下,GPS定位,儿童,硅胶
小米（MI）,小米（MI） 小米手环4/手环4NFC/3NFC版智能运动心率公交地铁移动支付来电微信提醒防水腕带 小米手环4NFC,50429002221
华为（HUAWEI）,华为（HUAWEI） 荣耀智能手环 蓝牙手表畅玩A2运动计步器/心率监测oppo苹果vivo三星男女 魔法黑,13343592147
华为（HUAWEI）,华为手环3pro 智能运动心率手环男女计步器 蓝牙健康睡眠nfc防水手表 3 Pro曜石黑（GPS版）,43271860332
欧坦,欧坦VIQO Q5,51899676209
华为（HUAWEI）,华为（HUAWEI） 儿童电话手表3GPS定位拍照智能运动手环男女孩中小学生多功能天才防水长续航通话 极光蓝,45549447082
瑞德罗曼,瑞德罗曼F120,54822332423
博之轮（BOZLUN）,博之轮（BOZLUN）L8,56336231418,高睿思钟表专营店,200.00g,L8,全屏触控,支持蓝牙,来电提醒,1.2英寸以上,TPU,跑步，游泳,7-10天,男士，通用,彩屏,50米防水,不支持泳姿识别,不支持蓝牙通话
dido,didoR2,100001956174,240.00g,中国大陆,R2,单点触控,1.2英寸以上,支持蓝牙,来电提醒,TPU,7-10天,彩屏,30米防水,跑步,无,30天无忧退，一年质保,不支持蓝牙通话
小米（MI）,小米（MI）小米手环2代腕带运动智能心率手环腕带适用小米手环2替换4色表带 手环2原装腕带黑色,29129227675
佳明（GARMIN）,佳明010-01789-61,6816149
小米（MI）,小米（MI） 小寻儿童电话手表男孩女孩AI人工智能手表触摸屏拍照蓝牙腕带手机插卡7重定位学生运动手环 小寻礼盒版T2智能儿童手表【蓝色】,26833007722
ADZ,ADZAX1,53986410702,ADZ旗舰店,100.00g,单点触控,跑步，骑行,支持蓝牙,消息提醒，心率监测，运动计步,硅胶,7-10天,彩屏,生活防水,拍照,不支持蓝牙通话,来电提醒,支持自动调节亮度,男士，女士
小米（MI）,小米（MI）手环4彩色触屏防水智能运动手表男女跑步心率计小爱同学手环4 小米手环4 NFC版（黑色）,50253265500,圆讯优选旗舰店,65.00g,单点触控,无,支持蓝牙,消息提醒，心率监测，NFC功能,TPU,7-10天,彩屏,生活防水,无,不支持蓝牙通话,来电提醒,不支持自动调节亮度,通用
dido,didoF5,100004692008,180.00g,中国大陆,F5,单点触控,0.8-1.0英寸,支持蓝牙,免持接听,硅胶,7天以下,彩屏,生活防水,跑步,无,一年质保,支持蓝牙通话
真匠,真匠 老人定位电话手表电信4g通话智能测血压心率老年成人痴呆防丢防走失gps定位跟踪器健康运动手环 全网通_一键求救+双向通话+精准定位+视频通话,18439784576
华为（HUAWEI）,华为（HUAWEI） 华为 智能手表手环WATCH2 PRO 保时捷设计款 运动手环 保时捷设计LEO-DLXXU 曜石黑,21878305925
邦克凡,邦克凡 智能手环蓝牙耳机二合一通话手环心率计步血压睡眠监测智能防丢商务礼品手表佩戴CLQ1 黑色,38692094013
库宾（KUBIN）,库宾（KUBIN）KW,48566938953
纽曼（Newmine）,纽曼纽曼（Newmine）R1,4590832,190.00g,中国大陆,非触控屏,跑步，骑行,支持蓝牙,消息提醒，运动计步,TPU,7-10天,黑白屏,生活防水,拍照,不支持蓝牙通话,来电提醒,不支持自动调节亮度,男士，女士
华为（HUAWEI）,华为（HUAWEI）荣耀手环5,55601751355,利特范旗舰店,300.00g,单点触控,0.8-1.0英寸,支持蓝牙,无,硅胶,14-16天,彩屏,50米防水,支持泳姿识别,跑步，骑行,来电提醒,不支持蓝牙通话,通用
华为（HUAWEI）,【领券减100】华为智能手表Watch GT蓝牙无线心率监测智能穿戴计步器2周续航运动手环手表 活力款-墨绿色+大礼包（现货）,45170147489
文明,小米3手环腕带 小米手环4腕带  智能手环三代运动替换表带多彩腕带 适用小米手环3/4 小米手环3/4腕带-黑色,29637262906
小米（MI）,小米（MI）小米手环4nfc,49868312770
华为（HUAWEI）,华为（HUAWEI）HUAWEI WATCH GT,47364833070
小米（MI）,小米（MI） 【现货秒发】小米手环4 NFC可选智能手环支持小爱同学问答离线支付心率睡眠检测苹果安卓 小米手环4-NFC版,28768456078,明猩智能旗舰店,210.00g,跑步，登山,全屏触控,支持蓝牙,音乐播放,硅胶，其他,彩屏,50米防水,14-16天,消息提醒，睡眠监测，久坐提醒,来电提醒,不支持蓝牙通话,男士,0.8-1.0英寸
华为（HUAWEI）,华为（HUAWEI）荣耀手环5,10388273102,华为沃德专营店,50.00g,全屏触控,支持蓝牙,0.8-1.0英寸,来电提醒,硅胶,14-16天,跑步，游泳,彩屏,50米以上防水,支持泳姿识别,男士，通用,一年质保,无
希比希,希比希电话手表,52273899517
传谷（TRANGU）,青少年智能电话手表手机4g全网通可视频通话高初中学生通用小米华为苹果成人防水防摔多功能gps定位手环 青春灰【零钱支付+AI智能机器人+抖音视频】,55954713571
华为（HUAWEI）,华为（HUAWEI）watch gt,51357730995
DMDG,DMDG 智能手环心电图检测血压心率监测手环男士时尚运动蓝牙手表苹果华为小米安卓系统通用手环 高清大屏心电血压款-黑色硅胶表带,41802772419
Fitbit,Fitbitcharge3,37457487920
amazfit,amazfit华米手表2代,44019431408,创趣智能数码专营店,300.00g,中国大陆,hm0330,10-12mm,40mm以上,4-7天,10-15种,彩色触屏,50米防水,硅胶,无,一年质保,久坐提醒，睡眠监测，自定义表盘,男士，通用
华为（HUAWEI）,华为（HUAWEI）watch gt,51064132773
卡丝拉狄（cathyladi）,卡丝拉狄（cathyladi） 运动手环血压心率监测多功能心电图防水圆屏智能手表男 黑色表带,53580572546
普利邦（PULEEBUMG）,普利邦（PULEEBUMG） 智能手环蓝牙耳机二合一可分拆分离式通话手表男腕带血压心率检测彩屏防水 黑色,41252365327
华为（HUAWEI）,华为（HUAWEI）荣耀4手环,37342791201
华为（HUAWEI）,华为（HUAWEI） 智能运动手环蓝牙耳机睡眠检测跑步计步器清晰通话可听音乐微信短信久坐提醒手表男女 华为手环 B3青春版【黑色】,30537649841
仕博达（SPORTSTAR）,GOBE2 自动监测 饮食摄入 运动卡路里消耗 饮水 压力 睡眠监测 心率血压 追踪手环表减肥健身 黑色,12314513284,仕博达官方旗舰店,46.00g,中国大陆,GoBe二代,其它,按键操作,其它,心率测量，生理监测,其它,跑步，骑行，游泳，登山，健身，其它,其它,心率表,其它,成人,数字
AMAZFIT,AMAZFIT月霜,1968013
小米（MI）,小米（MI） AMAZFIT米动手环2 智能运动手环NFC版4男女学生腕带蓝牙手机健康心率计步器3 AMAZFIT米动手环2代NFC款（黑色）,16954686474
乐心（lifesense）,乐心ziva运动版,4155352,170.00g,中国大陆,单点触控,支持蓝牙,来电提醒,0.8-1.0英寸,TPU,跑步,24天以上,男士，女士，老人，儿童，通用,黑白屏,30米防水,不支持泳姿识别,不支持蓝牙通话,一年质保
瑞德罗曼,瑞德罗曼W190,45646396341,瑞德罗曼数码旗舰店,250.00g,其他,RDLM168,14mm以上,40mm以上,时尚智能手表,彩色触屏,生活防水,5-10种,插卡通话,3天以下,GPS定位，多重定位，久坐提醒，视频通话，睡眠监测，消息提醒，心率监测，自定义表盘，3G通话/4G通话，短信收发，来电提醒，邮件提示，FM收音，短片录制，防丢失，录音，拍照，视频播放，音乐播放,男士，通用,硅胶
瑞德罗曼,瑞德罗曼W40,46599033511
华为（HUAWEI）,华为原装荣耀手环3/4/5/3pro适配充电器 华为运动手环ERS-B19/b29充电底座 京东限时达充电底座,27026831696
fitup,fitupV08S,28571229225,fitup官方旗舰店,35.00g,中国大陆,V08S,多点触控,支持蓝牙,来电提醒,0.8-1.0英寸,TPU,跑步，器械训练,7天以下,男士，通用,彩屏,不防水,不支持泳姿识别
华为（HUAWEI）,华为（HUAWEI） 华为智能手表Watch GT蓝牙无线心率监测智能穿戴计步器续航运动手环手表 【爆款】GT运动款黑色+大礼包【咨询客服立减】,54612434843
华为（HUAWEI）,华为（HUAWEI） 荣耀畅玩手环A2 防水智能手环计步器心率健康监测手表智能提醒男女运动手环 黑色,12696224536
华为（HUAWEI）,华为（HUAWEI）荣耀手环5,52816933470
小米（MI）,小米（MI） 小米手环4 睡眠监测心率智能运动跑步手环3男女腕带防水计步手表苹果手机适用 小米手环4（原装配黑色腕带）,30168337237
amazfit,amazfit 华米智能运动手表2小米蓝牙电话手表安卓苹果男女腕带手环防水成人户外GPS心率跑步 运动手表2标准版【送高清贴膜*2】,47978831188,创趣智能数码专营店,230.00g,中国大陆,10mm以下,40mm以上,4-7天,10-15种,彩色触屏,50米防水,硅胶,无,一年质保,GPS定位，消息提醒，心率监测,男士，女士,时尚智能手表
全程通,全程通全程通BY51,100007959258,160.00g,中国大陆,单点触控,支持蓝牙,跑步，骑行，登山,来电提醒,皮革,男士，女士，老人，儿童，通用,7天以下,彩屏,生活防水,拍照,1.0-1.2英寸,30天无忧退，一年质保,支持自动调节亮度
瑞德罗曼,瑞德罗曼W940,40477368036,瑞德罗曼数码旗舰店,1.0kg,全屏触控,支持蓝牙,跑步，骑行,心率监测，睡眠监测，运动计步,硅胶,通用,7天以下,彩屏,生活防水,不支持泳姿识别,拍照,来电提醒,不支持自动调节亮度
华为（HUAWEI）,华为（HUAWEI）4e,55080748817,华为屹林专卖店,130.00g,中国大陆,单点触控,0.8英寸以下,支持蓝牙,来电提醒,织布,12-14天,黑白屏,50米防水,跑步，骑行,无,一年质保,不支持蓝牙通话
斯泰克（stiger）,斯泰克V5,100004269111,200.00g,中国大陆,单点触控,1.2英寸以上,支持蓝牙,来电提醒,硅胶，金属,7天以下,彩屏,生活防水,跑步,无,一年质保,不支持蓝牙通话,通用
华为（HUAWEI）,华为儿童手表电话3PRO 智能手环360度4G版全网通支持移动联通电信s有荣耀小K2 【新款】3PRO极光蓝【全网通4G】,35325326038
华为（HUAWEI）,华为（HUAWEI）荣耀手环A2,24288485068
华为（HUAWEI）,华为（HUAWEI）华为荣耀手环4,32586238822,酷联数码专营店,200.00g,全屏触控,支持蓝牙,1.0-1.2英寸,来电提醒,硅胶,男士，通用,跑步，游泳,黑白屏,50米防水,支持泳姿识别,防丢失,30天无忧退，一年质保,不支持自动调节亮度
欧坦,欧坦Z9,50571568087
库宾（KUBIN）,库宾（KUBIN）Z30,51500527010,库宾旗舰店,211.00g,中国大陆,14mm以上,40mm以上,4-7天,5-10种,彩色触屏,生活防水,TPU,esim通话，插卡通话,30天无忧退，一年质保,GPS定位，多重定位，久坐提醒，视频通话，消息提醒，心率监测，自定义表盘，3G通话/4G通话，短信收发，来电提醒，邮件提示，FM收音，短片录制，防丢失，录音，拍照，视频播放，音乐播放,通用,智能通话手表
华为（HUAWEI）,华为（HUAWEI） 智能手环B5运动手环智能手表男女蓝牙耳机心率睡眠监测通话防水计步器安卓苹果穿戴 新品款华为B5手环曜石黑-送双表带+充电头+贴膜,11259767434
华为（HUAWEI）,华为（HUAWEI）华为手环B5配件,33866278406
欧坦,欧坦PT98,54090052014
NOERDEN,NOERDENLIFE2,100005174130
希娜塔,希娜塔W13,55707139002
华为（HUAWEI）,华为（HUAWEI） B5手环 蓝牙耳机 商务版 棕色,41219644647,亿尚专营店,100.00g,跑步，骑行,多点触控,支持蓝牙,无,皮革，硅胶,彩屏,生活防水,7天以下,心率监测，睡眠监测，运动计步,来电提醒,支持蓝牙通话,通用,1.0-1.2英寸
小米（MI）,小米（MI） 手表米家石英表情侣真皮运动智能手表男女学生手表计步器手环 米家石英表 白色,30399962937
学霸小天才,学霸小天才 全网通4G儿童电话手表能视频通话智能防水插卡GPS定位拍照学生男女孩手环支持小米华为电信 蓝色【小度机器人+视频通话+零钱支付】,25863639294
普利邦（PULEEBUMG）,普利邦（PULEEBUMG） 智能手环男女防水心率血压老人商务真皮运动手表 黑色 三芯片精准测量 IP67防水,46251924657
360,360 儿童电话手表SE3plus移动联通版智能通话GPS定位小学生防丢手环男女孩通用 SE3Plus-天空蓝【送大礼包】,15237033871
amazfit,amazfit 新品华米GTR42mm智能运动手表小米手环男女腕带12天超长续航待机游泳手表男NFC GTR42mm星空黑【送米兰尼斯表带+钢化膜】,53036488851,创趣智能数码专营店,250.00g,中国大陆,10mm以下,40mm以上,8-15天,10-15种,彩色触屏,50米及以上防水,硅胶,无，蓝牙通话,一年质保,GPS定位，NFC支付，消息提醒，来电提醒，邮件提示,男士，女士,时尚智能手表
小米（MI）,小米（MI）小米手环4代,10885324715
华为（HUAWEI）,华为（HUAWEI） 荣耀手表运动心率监测游泳防水智能手环睡眠检测智能闹钟 S1深空灰-黑色短腕带,22781583332
华为（HUAWEI）,华为（HUAWEI）智能手环B3青春版蓝牙耳机通话手表男女健康运动计步防水智能提醒睡眠安卓苹果通用 B3青春版  韵律黑,16997561094
华为（HUAWEI）,华为（HUAWEI） 华为B5运动智能手环男计步防水多功能心率手表女彩屏蓝牙通话耳机 钛金灰(商务版)+钢表带,24211488173
