price,name,store,link
299.00,AMAZFIT 月霜 智能,AMAZFIT京东自营官方旗舰店,//item.jd.com/1968013.html
299.00,小米（MI） AMAZFIT米动,元朗智能专营店,//item.jd.com/16954686474.html
139.00,京东闪付,京喜铺子官方旗舰店,//item.jd.com/7210572.html
269.00,乐心 ziva ,乐心京东自营官方旗舰店,//item.jd.com/4155352.html
7800.00,瑞德罗曼 智能手表4G三网通电话插卡WiFi上网运动,瑞德罗曼数码旗舰店,//item.jd.com/45646396341.html
248.00,【无心电不,纵连达智能设备专营店,//item.jd.com/27948391726.html
6800.00,瑞德罗曼 4G智能手表安卓7.1系统3+32G蓝牙通话心率监测多功能运动,瑞德罗曼数码旗舰店,//item.jd.com/46599033511.html
29.00,华为原装荣耀,屹林智能专营店,//item.jd.com/27026831696.html
498.00,fitup 【一键接打电话】监测血压/心率智能,fitup官方旗舰店,//item.jd.com/28571229225.html
1288.00,华为（HUAWEI） 华为智能手表Watch GT蓝牙无线心率监测智能穿戴计步器续航运动,佳沪智能专营店,//item.jd.com/54612434843.html
108.00,华为（HUAWEI） 荣耀畅玩,金米数码专营店,//item.jd.com/12696224536.html
199.00,布鲁蒂（BELUTTI） 健康多功能心电血压心率睡眠监测智能,BELUTTI旗舰店,//item.jd.com/17298102527.html
199.00,华为荣耀,酷联数码专营店,//item.jd.com/52816933470.html
169.00,小米（MI） 小米,辉腾致远旗舰店,//item.jd.com/30168337237.html
799.00,amazfit 华米智能运动手表2小米蓝牙电话手表安卓苹果男女腕带,创趣智能数码专营店,//item.jd.com/47978831188.html
398.00,全程通K11智能通话,全程通京东自营旗舰店,//item.jd.com/100007959258.html
2780.00,瑞德罗曼 智能手表可插卡通话心率音乐多功能运功圆形运动,瑞德罗曼数码旗舰店,//item.jd.com/40477368036.html
129.00,华为原装,华为屹林专卖店,//item.jd.com/55080748817.html
599.00,斯泰克V5智能健康,斯泰克（STIGER）京东自营旗舰店,//item.jd.com/100004269111.html
888.00,华为儿童手表电话3PRO 智能,千百回智能专营店,//item.jd.com/35325326038.html
109.00,华为（HUAWEI） 荣耀,彪牌手机配件专营店,//item.jd.com/24288485068.html
99.00,华为荣耀,酷联数码专营店,//item.jd.com/32586238822.html
1180.00,欧坦 老人智能定位电话4G全网通手表智能血压心率老年痴呆防走失跟踪器SOS报警,欧坦官方旗舰店,//item.jd.com/50571568087.html
1488.00,库宾（KUBIN） 智能手表高清前置镜头男女拍照学生计步运动,库宾旗舰店,//item.jd.com/51500527010.html
899.00,华为（HUAWEI） 智能,金米数码专营店,//item.jd.com/11259767434.html
568.00,华为（HUAWEI） B5智能,立众数码专营店,//item.jd.com/33866278406.html
498.00,欧坦 老人定位手表电话GPS防走失,欧坦官方旗舰店,//item.jd.com/54090052014.html
399.00,NOERDEN 牛丁 智能手表 瑞士机芯 LIFE2微信运动时尚男女士腕表 防水计步电话提醒,NOERDEN牛丁京东自营旗舰店,//item.jd.com/100005174130.html
269.00,翰诺思（HEANTTV） 智能,天聚数码专营店,//item.jd.com/44875032860.html
3688.00,希娜塔 智能电话手表实时监测血压血糖远程报警GPS定位防丢老人健康运动,希娜塔数码旗舰店,//item.jd.com/55707139002.html
1186.00,华为（HUAWEI） B5,亿尚专营店,//item.jd.com/41219644647.html
296.00,小米（MI） 手表米家石英表情侣真皮运动智能手表男女学生手表计步器,京迈数码旗舰店,//item.jd.com/30399962937.html
398.00,学霸小天才 全网通4G儿童电话手表能视频通话智能防水插卡GPS定位拍照学生男女孩,铭凯智能设备专营店,//item.jd.com/25863639294.html
3299.00,普利邦（PULEEBUMG） 智能,普利邦智能设备旗舰店,//item.jd.com/46251924657.html
189.00,360 儿童电话手表SE3plus移动联通版智能通话GPS定位小学生防丢,屹林智能专营店,//item.jd.com/15237033871.html
789.00,amazfit 新品华米GTR42mm智能运动手表小米,创趣智能数码专营店,//item.jd.com/53036488851.html
169.00,小米（MI） 小米,圆迈智能旗舰店,//item.jd.com/10885324715.html
699.00,华为（HUAWEI） 荣耀手表运动心率监测游泳防水智能,华为果珈专卖店,//item.jd.com/22781583332.html
413.00,华为（HUAWEI）智能,金米数码专营店,//item.jd.com/16997561094.html
168.00,Dotlink A09 智能,赛尼数码专营店,//item.jd.com/11562950299.html
380.00,梓润 户外隐藏式摄像头学习会议一键录音录像微型高清摄像机迷你DV商务会议采访隐形便携式,梓润官方旗舰店,//item.jd.com/34621249731.html
1499.00,华为（HUAWEI） 华为B5运动智能,华为睦町专卖店,//item.jd.com/24211488173.html
189.00,华为【当天发货】荣耀,华为平天专卖店,//item.jd.com/53200925523.html
2299.00,普利邦（PULEEBUMG） 智能,普利邦智能设备旗舰店,//item.jd.com/46497729476.html
1099.00,佳明（GARMIN）GPS智能运动,佳明（GARMIN）智能京东自营旗舰店,//item.jd.com/100002177442.html
1999.00,普利邦（PULEEBUMG） 智能血压,普利邦智能设备旗舰店,//item.jd.com/45271605877.html
999.00,华为（HUAWEI） B5智能,华为果珈专卖店,//item.jd.com/30150326668.html
298.00,【正品速发】4g全网通可视频通话儿童电话手表中小学生天才小米华为苹果智能防水防摔多功能gps定位,拓珀达数码专营店,//item.jd.com/55131298990.html
879.00,小米有品Amazfit华米智能手表GTS男女孩运动防水触屏NFC手表,圆讯优选旗舰店,//item.jd.com/55725192518.html
3888.00,华为（HUAWEI） 华为 智能手表,华为友信猫专营店,//item.jd.com/44159122086.html
119.00,【直营】华为荣耀,利特范旗舰店,//item.jd.com/55718836801.html
136.99,小米（MI） ,京迈数码旗舰店,//item.jd.com/10594387335.html
899.00,华为,盈诺智能设备专营店,//item.jd.com/52264852169.html
199.00,360 儿童电话手表SE5/SE3Plus智能通话GPS定位 小学生,屹林智能专营店,//item.jd.com/26881680584.html
399.00,慕微（MOOV） Moov Now中文版游泳智能,勤宇数码专营店,//item.jd.com/36313344930.html
199.00,竞技者（jingjizhe） 智能健康手表测心率血压防水多功能运动男女,竞技者旗舰店,//item.jd.com/50619613816.html
5998.00,卡丝拉狄（cathyladi） 智能手表测血压,卡丝拉狄数码旗舰店,//item.jd.com/48014639060.html
380.00,梓润 摄像录音笔微型专业学习会议录音录像手表,梓润官方旗舰店,//item.jd.com/45030930363.html
5687.00,卡丝拉狄（cathyladi） 智能手表wifi电话定位拍照4G高清大屏手机插卡通话运动,卡丝拉狄数码旗舰店,//item.jd.com/44578752712.html
68.00,BHO 小米,BHO旗舰店,//item.jd.com/32903512472.html
89.00,乐心MAMBO大麦 运动,乐心京东自营官方旗舰店,//item.jd.com/5063711.html
598.00,Fitbit Inspire HR 智能心率,Fitbit中恒信通专卖店,//item.jd.com/43771792175.html
999.00,老人智能手表防走失,欧坦官方旗舰店,//item.jd.com/50544239242.html
99.00,e路相伴 智能,e路相伴智能手表旗舰店,//item.jd.com/26331316214.html
8.80,小米,大志数码专营店,//item.jd.com/17431182717.html
359.00,AMAZFIT  米动手表青春版华米GPS定位户外运动跑步健康多功能计步心率睡眠防水智能支付,黑石智能旗舰店,//item.jd.com/42270051702.html
239.00,纽曼（Newmine）蓝牙智能运动,纽曼智能京东自营旗舰店,//item.jd.com/7323627.html
999.00,华为（HUAWEI） 华为智能,中国移动物联网旗舰店,//item.jd.com/45185093366.html
799.00,华为（HUAWEI） 荣耀Watch Magic智能手表男女运动,友信网络专营店,//item.jd.com/35470192855.html
379.00,【咨询立减】华为（HUAWEI）,华为臻联专营店,//item.jd.com/43546736966.html
239.00,荣耀 ,荣耀融兴专卖店,//item.jd.com/52730120164.html
2319.00,ZPPSN 运动智能,ZPPSN官方旗舰店,//item.jd.com/45234096817.html
899.00,华为,豫泊德仁数码专营店,//item.jd.com/33156427862.html
289.00,老人电话定位,真匠数码旗舰店,//item.jd.com/18376388593.html
379.00,华为（HUAWEI） 运动,智辰熙数码专营店,//item.jd.com/43194551693.html
199.00,华为荣耀,梓豪数码专营店,//item.jd.com/34326969111.html
229.00,圆屏智能,诚翔通数码专营店,//item.jd.com/36945744720.html
298.00,VOSSTR 智能,利和成智能手表专营店,//item.jd.com/36910554625.html
199.00,DBUE 【买必送礼】智能运动,新思智慧数码专营店,//item.jd.com/32076183581.html
1989.00,卡丝拉狄（cathyladi） 智能,卡丝拉狄数码旗舰店,//item.jd.com/55123884720.html
219.00,【现货速发】华为荣耀,金达威数码专营店,//item.jd.com/53672411474.html
399.00,竞技者 智能,竞技者旗舰店,//item.jd.com/43418166617.html
6888.00,橙朗 商务智能,物联达数码专营店,//item.jd.com/32279492544.html
139.00,小米（MI） 小米,瑞华精英数码专营店,//item.jd.com/1424211542.html
299.00,爱康瑞（AIKANRE） 老年人智能心率监测定位,爱康瑞官方旗舰店,//item.jd.com/29286439727.html
18.50,华为荣耀,梓豪数码专营店,//item.jd.com/29137371467.html
298.00,爱牵挂 S1智能二维码黄,爱牵挂智能数码专营店,//item.jd.com/11675849166.html
599.00,萤石（EZVIZ）KW1儿童可视电话手表 智能GPS定位 学生儿童运动,萤石京东自营旗舰店,//item.jd.com/100005623312.html
1288.00,华为（HUAWEI） 智能手表Watch GT运动手表3正品商务男多功能游泳防水,中国移动物联网旗舰店,//item.jd.com/46666706135.html
169.00,智能,知吾数码专营店,//item.jd.com/29587773864.html
298.00,VOSSTR 智能通话,格力威数码专营店,//item.jd.com/32679605520.html
4688.00,瑞德罗曼 智能手表电话手表成人多功能运动,瑞德罗曼数码旗舰店,//item.jd.com/40971579786.html
59.00,全程通H5智能,全程通京东自营旗舰店,//item.jd.com/2257639.html
199.00,咕咚（codoon）智能运动,咕咚京东自营官方旗舰店,//item.jd.com/100001416143.html
169.00,小米（MI） 【小米授权旗舰店】小米,岸越数码旗舰店,//item.jd.com/49945873215.html
17.90,华为（HUAWEI） 华为运动,进多数码专营店,//item.jd.com/27637698972.html
98.00,华为（HUAWEI） 华为B5智能新款,立众数码专营店,//item.jd.com/30498064019.html
299.00,全程通L8智能手表 户外运动手表,全程通京东自营旗舰店,//item.jd.com/100007696834.html
3580.00,瑞德罗曼 智能,瑞德罗曼数码旗舰店,//item.jd.com/51197006922.html
219.00,dido 3D彩屏运动智能,dido旗舰店,//item.jd.com/41040407254.html
99.00,【数码节】华为荣耀,千百回智能专营店,//item.jd.com/13116214536.html
199.00,索尼（SONY） SWR30 SmartBand Talk多功能运动智能,海外购WD数码专营店,//item.jd.com/1956112296.html
899.00,NOERDEN 牛丁 智能手表 瑞士机芯 MATE2运动防水男女腕表 计步,NOERDEN牛丁京东自营旗舰店,//item.jd.com/100005174136.html
699.00,华为（HUAWEI） 荣耀Watch Magic智能手表男女运动,华为友信猫专营店,//item.jd.com/44157814953.html
209.00,华为（HUAWEI） 【当天发货】 荣耀,疆界数码旗舰店,//item.jd.com/53033453369.html
99.00,Amazfit 时尚智能,AMAZFIT官方旗舰店,//item.jd.com/16841567141.html
2980.00,阿帕迪（RPAP） 智能运动,阿帕迪官方旗舰店,//item.jd.com/48700997730.html
238.00,Roruite 欧瑞特运动手表女镶钻智能,Roruite官方旗舰店,//item.jd.com/33566424638.html
359.00,征酷 智能,征酷京东自营旗舰店,//item.jd.com/50935885326.html
368.00,智能运动,大白熊专营店,//item.jd.com/40306175233.html
698.00,Fitbit Inspire 智能,fitbit京东自营官方旗舰店,//item.jd.com/100004110616.html
39.00,华为（HUAWEI） 荣耀,华为晨美专卖店,//item.jd.com/24055204043.html
168.00,翰诺思（HEANTTV） 智能,天聚数码专营店,//item.jd.com/30645762592.html
415.00,华为,千百回智能专营店,//item.jd.com/12693897089.html
319.00,Roruite 智能,Roruite官方旗舰店,//item.jd.com/55669698473.html
199.00,欧西尼 智能手表男士户外运动手表智能,欧西尼手表旗舰店,//item.jd.com/45254821561.html
1488.00,华为（HUAWEI） 智能手表WATCH GT活力款男女成人运动计步心率防水GPS定位NFC支付,京迈数码旗舰店,//item.jd.com/36835378805.html
169.00,联想Watch C 小乐儿童电话手表 智能手表,联想Lecoo京东自营旗舰店,//item.jd.com/100001171182.html
349.00,鑫乐迪（XinLedi） S2大彩屏AI智能运动防水游泳测血压心率血氧计步通话蓝牙,铂乐数码专营店,//item.jd.com/55317006386.html
728.00,欧坦 老人防走失定位,欧坦官方旗舰店,//item.jd.com/50550146893.html
6120.00,杨氏六喜 智能手表电信4g版全网通wifi上网多功能安卓可插卡电话,杨氏六喜数码旗舰店,//item.jd.com/49860439046.html
35.00,华为（HUAWEI） 智能,华为沃德专营店,//item.jd.com/30427958022.html
2899.00,华为（HUAWEI）运动智能,菲奥娜数码专营店,//item.jd.com/13421030217.html
1199.00,【咨询领券】华为,江滨仁合数码专营店,//item.jd.com/35017719612.html
2520.00,普利邦（PULEEBUMG） 运动智能,普利邦数码旗舰店,//item.jd.com/47883443245.html
1199.00,华为（HUAWEI） 华为,华为友信猫专营店,//item.jd.com/44159152507.html
88.00,【多功能旗舰版】智能,诚翔通智能设备专营店,//item.jd.com/26266734958.html
988.00,华为（HUAWEI） 儿童手表3pro智能4G全网通通话防水9重定位高清拍照学生男女通用电话,港讯智能专营店,//item.jd.com/34672816236.html
199.00,咕咚,咕咚codoon京东自营旗舰店,//item.jd.com/100002821088.html
468.00,DMDG 运动,大白熊专营店,//item.jd.com/54790617682.html
899.00,【限时直降100】华为B5原装,华为屹林专卖店,//item.jd.com/51087951582.html
268.00,【一键接电话+进水包换】智能,彬格官方旗舰店,//item.jd.com/42323515436.html
219.00,华为（HUAWEI） 华为运动,莫问数码专营店,//item.jd.com/40052134866.html
498.00,爱牵挂 S3老人智能电话手表 老年人GPS定位,爱牵挂智能数码专营店,//item.jd.com/16915589376.html
349.00,【咨询立减】华为（HUAWEI）,臻诺智能旗舰店,//item.jd.com/43525713369.html
542.99,小米（MI） 米兔儿童电话手表3代 女孩男孩智能通话4G手表手机GPS定位手表拍照,京迈数码旗舰店,//item.jd.com/10645802800.html
325.00,小米（MI） 米兔智能儿童电话手表2女孩男孩学生手表手机通话GPS定位防水防丢,小米爆米花专卖店,//item.jd.com/53801251568.html
399.00,平安星 老人电话手表智能手表成人GPS定位手表,诺森数码专营店,//item.jd.com/45214715529.html
379.00,华为,梓豪数码专营店,//item.jd.com/43179449976.html
