price,name,store,link,brand,sku_id
899.0,【直降100元】华为,华为中联智能专卖店,//item.jd.com/31166694752.html,华为,31166694752
698.0,Fitbit Inspire HR 智能心率,fitbit京东自营官方旗舰店,//item.jd.com/100004110614.html,Fitbit,100004110614
1599.0,华为（HUAWEI） 彩屏全触控智能,智辰熙数码专营店,//item.jd.com/30603439567.html,华为,30603439567
999.0,【领券直降】华为,华为沃德专营店,//item.jd.com/30001221231.html,华为,30001221231
229.0,【自营仓速发】小米（MI）,智联万物箱包专营店,//item.jd.com/49879464323.html,小米,49879464323
388.0,【咨询客服立减】华为儿童电话手表3/3pro智能七重定位高清拍照插卡通话防水男女孩学生荣耀,港讯智能专营店,//item.jd.com/41540395617.html,荣耀,41540395617
229.0,小寻Mibro 儿童电话手表S2 生活防水 GPS定位防丢 学生儿童定位手机 智能,小寻京东自营官方旗舰店,//item.jd.com/100000317694.html,小寻,100000317694
449.0,华为（HUAWEI） 【咨询享豪礼】华为,华为中联智能专卖店,//item.jd.com/15897202879.html,华为,15897202879
195.0,华为荣耀,港讯智能专营店,//item.jd.com/52506057738.html,荣耀,52506057738
229.0,小米（MI） ,小米爆米花专卖店,//item.jd.com/53800419037.html,小米,53800419037
499.0,ADZ 监测血压心率自动报警心电图心脏心跳脉搏彩屏多功能智能,ADZ旗舰店,//item.jd.com/43949892253.html,ADZ,43949892253
419.0,dido G19智能,dido旗舰店,//item.jd.com/10868334431.html,dido,10868334431
1388.0,【新品】华为智能手表WATCH GT 两周续航 户外运动,华为沃德专营店,//item.jd.com/45191826441.html,华为,45191826441
298.0,全程通BY51彩屏智能通话,全程通京东自营旗舰店,//item.jd.com/100001825765.html,全程通,100001825765
1506.0,欧坦 【升级双系统】智能手表男4G全网通wifi上网可插卡拍照电话手表成年学生智能,欧坦官方旗舰店,//item.jd.com/50564619598.html,欧坦,50564619598
169.0,Keep 运动智能,Keep旗舰店,//item.jd.com/48700665132.html,Keep,48700665132
699.0,爱多（IDALL） 血压,IDALL旗舰店,//item.jd.com/41421937472.html,爱多,41421937472
325.0,小米（MI） 米兔智能儿童电话手表2女孩男孩学生手表手机通话GPS定位防水防丢,圆迈智能旗舰店,//item.jd.com/10964787858.html,小米,10964787858
399.0,360 儿童电话手表8X 4G视频通话定位支付防水手机男女孩小学生拍照智能gps多功能运动,瑞达鼎峰数码专营店,//item.jd.com/46631869098.html,360,46631869098
699.0,华为荣耀智能手表Watch Magic 运动,华为沃德专营店,//item.jd.com/28113234949.html,荣耀,28113234949
3979.0,华为（HUAWEI） 智能手表WATCH2 pro电话手表独立通话运动计步GT定位心率NFC男女,金米数码专营店,//item.jd.com/20046867943.html,华为,20046867943
295.0,华为荣耀小K2儿童电话手表防水GPS定位360度智能,千百回智能专营店,//item.jd.com/40056448379.html,360,40056448379
399.0,NOERDEN 牛丁 智能手表 瑞士机芯 LIFE2运动时尚男女士腕表 防水计步电话提醒,NOERDEN官方旗舰店,//item.jd.com/11102218233.html,NOERDEN,11102218233
414.0,【直降】华为智能运动,华为沃德专营店,//item.jd.com/16981236264.html,华为,16981236264
379.0,【咨询享豪礼】华为,华为中联智能专卖店,//item.jd.com/14703117638.html,华为,14703117638
387.0,华为儿童电话手表3 360度防水GPS七重定位 小天男女学生移动2G通话 高清拍照智能,华为沃德专营店,//item.jd.com/41550779037.html,360,41550779037
169.0,全程通W8智能运动手表彩屏,全程通京东自营旗舰店,//item.jd.com/100005667668.html,全程通,100005667668
899.0,【直降100元】华为,华为中联智能专卖店,//item.jd.com/30498886629.html,华为,30498886629
229.0,小米（MI） ,元朗智能专营店,//item.jd.com/12355585097.html,小米,12355585097
399.0,dido F5智能通话,dido旗舰店,//item.jd.com/44493815057.html,dido,44493815057
195.0,华为（HUAWEI） 荣耀,港讯智能专营店,//item.jd.com/52882981104.html,荣耀,52882981104
1958.0,普利邦 智能,普利邦数码旗舰店,//item.jd.com/43833496475.html,普利邦,43833496475
348.0,真匠 老人电话手表定位成人智能测心率血压健康GPS定位器老年防走失走丢通话防水运动,真匠数码旗舰店,//item.jd.com/18549681070.html,真匠,18549681070
289.0,华为（HUAWEI） 荣耀小K2智能儿童手表 儿童电话手表GPS定位高清通话防水手表,彪牌手机配件专营店,//item.jd.com/40108000310.html,荣耀,40108000310
1388.0,华为智能手表WATCH GT华为手表男女,金米数码专营店,//item.jd.com/45234515968.html,华为,45234515968
749.0,【咨询客服立减】华为荣耀手表WatchMagic智能运动,港讯智能专营店,//item.jd.com/35701048864.html,荣耀,35701048864
399.0,Amazfit 米动健康,AMAZFIT京东自营官方旗舰店,//item.jd.com/100006955452.html,Amazfit,100006955452
369.0,【限时优惠40】华为,华为盈诺专营店,//item.jd.com/43293592599.html,华为,43293592599
125.0,【东家智选】乐心,乐心京东自营官方旗舰店,//item.jd.com/100001798137.html,乐心,100001798137
179.0,华为荣耀,酷联数码专营店,//item.jd.com/34049866533.html,荣耀,34049866533
1980.0,瑞德罗曼 智能手表多功能测血压心率运动,瑞德罗曼数码旗舰店,//item.jd.com/40880517992.html,瑞德罗曼,40880517992
699.0,ADZ 健康智能,ADZ旗舰店,//item.jd.com/47620770423.html,ADZ,47620770423
99.0,华为（HUAWEI） 智能,华为臻联专营店,//item.jd.com/19512316969.html,华为,19512316969
229.0,小米（MI） 小米,佳沪智能专营店,//item.jd.com/49866112834.html,小米,49866112834
299.0,斯泰克 血压,斯泰克（STIGER）京东自营旗舰店,//item.jd.com/100007255278.html,斯泰克,100007255278
199.0,华为（HUAWEI） 新品荣耀,荣耀智能旗舰店,//item.jd.com/52616058004.html,荣耀,52616058004
199.0,360 儿童电话手表SE5智能通话GPS定位 小学生,屹林智能专营店,//item.jd.com/50195514455.html,360,50195514455
183.0,小米（MI） 米兔儿童电话手表2C女孩男孩学生手表手机通话GPS定位防水防丢,圆迈智能旗舰店,//item.jd.com/11726975656.html,小米,11726975656
229.0,dido G16 智能,Dido智能设备京东自营旗舰店,//item.jd.com/100002113677.html,dido,100002113677
399.0,dido F10智能体脂肪,dido旗舰店,//item.jd.com/48923924816.html,dido,48923924816
99.0,【咨询领券】华为,华为屹林专卖店,//item.jd.com/39069670010.html,华为,39069670010
229.0,小米（MI） 小米,小米智联万物专卖店,//item.jd.com/50046018713.html,小米,50046018713
177.0,小米（MI） 米兔儿童电话手表2C女孩男孩学生手表手机通话GPS定位防水防丢,小米爆米花专卖店,//item.jd.com/54983940777.html,小米,54983940777
229.0,小米（MI） 小米,京迈数码旗舰店,//item.jd.com/50429002221.html,小米,50429002221
109.0,华为（HUAWEI） 荣耀智能,屹林宏业数码配件专营店,//item.jd.com/13343592147.html,荣耀,13343592147
379.0,华为,华为澳先专卖店,//item.jd.com/43271860332.html,华为,43271860332
1188.0,欧坦 【健康监护】血压房颤监测报警 智能手表老人血压手表智能,欧坦官方旗舰店,//item.jd.com/51899676209.html,欧坦,51899676209
398.0,华为（HUAWEI） 儿童电话手表3GPS定位拍照智能运动,中国移动物联网旗舰店,//item.jd.com/45549447082.html,华为,45549447082
7800.0,瑞德罗曼 4G智能手表男3+32G三网通WIFI上网800万像素防水运动,瑞德罗曼数码旗舰店,//item.jd.com/54822332423.html,瑞德罗曼,54822332423
398.0,博之轮（BOZLUN） 智能,高睿思钟表专营店,//item.jd.com/56336231418.html,博之轮,56336231418
799.0,dido R2运动,Dido智能设备京东自营旗舰店,//item.jd.com/100001956174.html,dido,100001956174
17.89,小米（MI）小米,圆讯优选旗舰店,//item.jd.com/29129227675.html,小米,29129227675
999.0,佳明（GARMIN）GPS智能运动,Garmin佳明京东自营旗舰店,//item.jd.com/6816149.html,佳明,6816149
348.0,小米（MI） 小寻儿童电话手表男孩女孩AI人工智能手表触摸屏拍照蓝牙腕带手机插卡7重定位学生运动,元朗智能专营店,//item.jd.com/26833007722.html,小寻,26833007722
499.0,ADZ 彩屏智能,ADZ旗舰店,//item.jd.com/53986410702.html,ADZ,53986410702
229.0,小米（MI）,圆讯优选旗舰店,//item.jd.com/50253265500.html,小米,50253265500
379.0,dido F5 智能,Dido智能设备京东自营旗舰店,//item.jd.com/100004692008.html,dido,100004692008
599.0,真匠 老人定位电话手表电信4g通话智能测血压心率老年成人痴呆防丢防走失gps定位跟踪器健康运动,真匠数码旗舰店,//item.jd.com/18439784576.html,真匠,18439784576
18888.0,华为（HUAWEI） 华为 智能手表,友信网络专营店,//item.jd.com/21878305925.html,华为,21878305925
568.0,邦克凡 智能,宠乐圈数码专营店,//item.jd.com/38692094013.html,邦克凡,38692094013
1399.0,库宾（KUBIN） 智能手表800万像素高清摄影拍照学生可插卡打电话成人4G上网男女计步心率健康,库宾旗舰店,//item.jd.com/48566938953.html,库宾,48566938953
149.0,纽曼（Newmine） 智能运动,纽曼智能京东自营旗舰店,//item.jd.com/4590832.html,Newmine,4590832
189.0,华为（HUAWEI） 荣耀,利特范旗舰店,//item.jd.com/55601751355.html,荣耀,55601751355
1388.0,【领券减100】华为智能手表Watch GT蓝牙无线心率监测智能穿戴计步器2周续航运动,屹林智能专营店,//item.jd.com/45170147489.html,华为,45170147489
9.9,小米3,大志数码专营店,//item.jd.com/29637262906.html,小米,29637262906
229.0,小米（MI） 小米,佳沪智能专营店,//item.jd.com/49868312770.html,小米,49868312770
1588.0,【咨询领券立减】华为手表WATCH GT智能运动手表男女成人睡眠心率监测游泳防水NFC支付,江滨仁合数码专营店,//item.jd.com/47364833070.html,华为,47364833070
229.0,小米（MI） 【现货秒发】小米,明猩智能旗舰店,//item.jd.com/28768456078.html,小米,28768456078
199.0,华为荣耀,华为沃德专营店,//item.jd.com/10388273102.html,荣耀,10388273102
599.0,希比希 【4g全网通视频通话】儿童电话手表小学生多功能智能手机,微盈亮数码专营店,//item.jd.com/52273899517.html,希比希,52273899517
398.0,青少年智能电话手表手机4g全网通可视频通话高初中学生通用小米华为苹果成人防水防摔多功能gps定位,拓珀达数码专营店,//item.jd.com/55954713571.html,华为,55954713571
1388.0,华为智能手表watch/gt游泳防水移动支付gps定位抖音同款多功能心率睡眠女士雅致款时尚蓝牙,梓豪数码专营店,//item.jd.com/51357730995.html,华为,51357730995
569.0,DMDG 智能,瑞可视京东专营店,//item.jd.com/41802772419.html,DMDG,41802772419
948.0,Fitbit charge3 运动智能手表 健身防水 游泳 自动锻炼识别 来电提醒 运动,Fitbit中恒信通专卖店,//item.jd.com/37457487920.html,Fitbit,37457487920
979.0,华米GTR智能运动手表2男女腕带防水,创趣智能数码专营店,//item.jd.com/44019431408.html,华米,44019431408
1388.0,华为WATCH /GT手表智能运动GPS定位游泳防水心率压力监测移动支付多功能时尚男女活力款商务,梓豪数码专营店,//item.jd.com/51064132773.html,华为,51064132773
3289.0,卡丝拉狄（cathyladi） 运动,卡丝拉狄数码旗舰店,//item.jd.com/53580572546.html,卡丝拉狄,53580572546
2088.0,普利邦（PULEEBUMG） 智能,普利邦数码旗舰店,//item.jd.com/41252365327.html,普利邦,41252365327
229.0,华为（HUAWEI） 新款荣耀4蓝牙运动,华为果珈专卖店,//item.jd.com/37342791201.html,荣耀,37342791201
599.0,华为（HUAWEI） 智能运动,智辰熙数码专营店,//item.jd.com/30537649841.html,华为,30537649841
1399.0,GOBE2 自动监测 饮食摄入 运动卡路里消耗 饮水 压力 睡眠监测 心率血压 追踪,仕博达官方旗舰店,//item.jd.com/12314513284.html,GOBE2,12314513284
299.0,AMAZFIT 月霜 智能,AMAZFIT京东自营官方旗舰店,//item.jd.com/1968013.html,AMAZFIT,1968013
299.0,小米（MI） AMAZFIT米动,元朗智能专营店,//item.jd.com/16954686474.html,AMAZFIT,16954686474
269.0,乐心 ziva ,乐心京东自营官方旗舰店,//item.jd.com/4155352.html,乐心,4155352
7800.0,瑞德罗曼 智能手表4G三网通电话插卡WiFi上网运动,瑞德罗曼数码旗舰店,//item.jd.com/45646396341.html,瑞德罗曼,45646396341
6800.0,瑞德罗曼 4G智能手表安卓7.1系统3+32G蓝牙通话心率监测多功能运动,瑞德罗曼数码旗舰店,//item.jd.com/46599033511.html,瑞德罗曼,46599033511
29.0,华为原装荣耀,屹林智能专营店,//item.jd.com/27026831696.html,荣耀,27026831696
498.0,fitup 【一键接打电话】监测血压/心率智能,fitup官方旗舰店,//item.jd.com/28571229225.html,fitup,28571229225
1288.0,华为（HUAWEI） 华为智能手表Watch GT蓝牙无线心率监测智能穿戴计步器续航运动,佳沪智能专营店,//item.jd.com/54612434843.html,华为,54612434843
108.0,华为（HUAWEI） 荣耀畅玩,金米数码专营店,//item.jd.com/12696224536.html,荣耀,12696224536
199.0,华为荣耀,酷联数码专营店,//item.jd.com/52816933470.html,荣耀,52816933470
169.0,小米（MI） 小米,辉腾致远旗舰店,//item.jd.com/30168337237.html,小米,30168337237
799.0,amazfit 华米智能运动手表2小米蓝牙电话手表安卓苹果男女腕带,创趣智能数码专营店,//item.jd.com/47978831188.html,小米,47978831188
398.0,全程通K11智能通话,全程通京东自营旗舰店,//item.jd.com/100007959258.html,全程通,100007959258
2780.0,瑞德罗曼 智能手表可插卡通话心率音乐多功能运功圆形运动,瑞德罗曼数码旗舰店,//item.jd.com/40477368036.html,瑞德罗曼,40477368036
129.0,华为原装,华为屹林专卖店,//item.jd.com/55080748817.html,华为,55080748817
599.0,斯泰克V5智能健康,斯泰克（STIGER）京东自营旗舰店,//item.jd.com/100004269111.html,斯泰克,100004269111
888.0,华为儿童手表电话3PRO 智能,千百回智能专营店,//item.jd.com/35325326038.html,华为,35325326038
109.0,华为（HUAWEI） 荣耀,彪牌手机配件专营店,//item.jd.com/24288485068.html,荣耀,24288485068
99.0,华为荣耀,酷联数码专营店,//item.jd.com/32586238822.html,荣耀,32586238822
1180.0,欧坦 老人智能定位电话4G全网通手表智能血压心率老年痴呆防走失跟踪器SOS报警,欧坦官方旗舰店,//item.jd.com/50571568087.html,欧坦,50571568087
1488.0,库宾（KUBIN） 智能手表高清前置镜头男女拍照学生计步运动,库宾旗舰店,//item.jd.com/51500527010.html,库宾,51500527010
899.0,华为（HUAWEI） 智能,金米数码专营店,//item.jd.com/11259767434.html,华为,11259767434
568.0,华为（HUAWEI） B5智能,立众数码专营店,//item.jd.com/33866278406.html,华为,33866278406
498.0,欧坦 老人定位手表电话GPS防走失,欧坦官方旗舰店,//item.jd.com/54090052014.html,欧坦,54090052014
399.0,NOERDEN 牛丁 智能手表 瑞士机芯 LIFE2微信运动时尚男女士腕表 防水计步电话提醒,NOERDEN牛丁京东自营旗舰店,//item.jd.com/100005174130.html,NOERDEN,100005174130
3688.0,希娜塔 智能电话手表实时监测血压血糖远程报警GPS定位防丢老人健康运动,希娜塔数码旗舰店,//item.jd.com/55707139002.html,希娜塔,55707139002
1186.0,华为（HUAWEI） B5,亿尚专营店,//item.jd.com/41219644647.html,华为,41219644647
296.0,小米（MI） 手表米家石英表情侣真皮运动智能手表男女学生手表计步器,京迈数码旗舰店,//item.jd.com/30399962937.html,小米,30399962937
398.0,学霸小天才 全网通4G儿童电话手表能视频通话智能防水插卡GPS定位拍照学生男女孩,铭凯智能设备专营店,//item.jd.com/25863639294.html,学霸小天才,25863639294
3299.0,普利邦（PULEEBUMG） 智能,普利邦智能设备旗舰店,//item.jd.com/46251924657.html,普利邦,46251924657
189.0,360 儿童电话手表SE3plus移动联通版智能通话GPS定位小学生防丢,屹林智能专营店,//item.jd.com/15237033871.html,360,15237033871
789.0,amazfit 新品华米GTR42mm智能运动手表小米,创趣智能数码专营店,//item.jd.com/53036488851.html,小米,53036488851
169.0,小米（MI） 小米,圆迈智能旗舰店,//item.jd.com/10885324715.html,小米,10885324715
699.0,华为（HUAWEI） 荣耀手表运动心率监测游泳防水智能,华为果珈专卖店,//item.jd.com/22781583332.html,荣耀,22781583332
413.0,华为（HUAWEI）智能,金米数码专营店,//item.jd.com/16997561094.html,华为,16997561094
1499.0,华为（HUAWEI） 华为B5运动智能,华为睦町专卖店,//item.jd.com/24211488173.html,华为,24211488173
189.0,华为【当天发货】荣耀,华为平天专卖店,//item.jd.com/53200925523.html,荣耀,53200925523
2299.0,普利邦（PULEEBUMG） 智能,普利邦智能设备旗舰店,//item.jd.com/46497729476.html,普利邦,46497729476
1099.0,佳明（GARMIN）GPS智能运动,佳明（GARMIN）智能京东自营旗舰店,//item.jd.com/100002177442.html,佳明,100002177442
1999.0,普利邦（PULEEBUMG） 智能血压,普利邦智能设备旗舰店,//item.jd.com/45271605877.html,普利邦,45271605877
999.0,华为（HUAWEI） B5智能,华为果珈专卖店,//item.jd.com/30150326668.html,华为,30150326668
298.0,【正品速发】4g全网通可视频通话儿童电话手表中小学生天才小米华为苹果智能防水防摔多功能gps定位,拓珀达数码专营店,//item.jd.com/55131298990.html,华为,55131298990
879.0,小米有品Amazfit华米智能手表GTS男女孩运动防水触屏NFC手表,圆讯优选旗舰店,//item.jd.com/55725192518.html,华米,55725192518
3888.0,华为（HUAWEI） 华为 智能手表,华为友信猫专营店,//item.jd.com/44159122086.html,华为,44159122086
119.0,【直营】华为荣耀,利特范旗舰店,//item.jd.com/55718836801.html,荣耀,55718836801
136.99,小米（MI） ,京迈数码旗舰店,//item.jd.com/10594387335.html,小米,10594387335
899.0,华为,盈诺智能设备专营店,//item.jd.com/52264852169.html,华为,52264852169
199.0,360 儿童电话手表SE5/SE3Plus智能通话GPS定位 小学生,屹林智能专营店,//item.jd.com/26881680584.html,360,26881680584
5998.0,卡丝拉狄（cathyladi） 智能手表测血压,卡丝拉狄数码旗舰店,//item.jd.com/48014639060.html,卡丝拉狄,48014639060
5687.0,卡丝拉狄（cathyladi） 智能手表wifi电话定位拍照4G高清大屏手机插卡通话运动,卡丝拉狄数码旗舰店,//item.jd.com/44578752712.html,卡丝拉狄,44578752712
68.0,BHO 小米,BHO旗舰店,//item.jd.com/32903512472.html,小米,32903512472
89.0,乐心MAMBO大麦 运动,乐心京东自营官方旗舰店,//item.jd.com/5063711.html,乐心,5063711
598.0,Fitbit Inspire HR 智能心率,Fitbit中恒信通专卖店,//item.jd.com/43771792175.html,Fitbit,43771792175
8.8,小米,大志数码专营店,//item.jd.com/17431182717.html,小米,17431182717
359.0,AMAZFIT  米动手表青春版华米GPS定位户外运动跑步健康多功能计步心率睡眠防水智能支付,黑石智能旗舰店,//item.jd.com/42270051702.html,华米,42270051702
239.0,纽曼（Newmine）蓝牙智能运动,纽曼智能京东自营旗舰店,//item.jd.com/7323627.html,Newmine,7323627
999.0,华为（HUAWEI） 华为智能,中国移动物联网旗舰店,//item.jd.com/45185093366.html,华为,45185093366
799.0,华为（HUAWEI） 荣耀Watch Magic智能手表男女运动,友信网络专营店,//item.jd.com/35470192855.html,荣耀,35470192855
379.0,【咨询立减】华为（HUAWEI）,华为臻联专营店,//item.jd.com/43546736966.html,华为,43546736966
239.0,荣耀 ,荣耀融兴专卖店,//item.jd.com/52730120164.html,荣耀,52730120164
899.0,华为,豫泊德仁数码专营店,//item.jd.com/33156427862.html,华为,33156427862
379.0,华为（HUAWEI） 运动,智辰熙数码专营店,//item.jd.com/43194551693.html,华为,43194551693
199.0,华为荣耀,梓豪数码专营店,//item.jd.com/34326969111.html,荣耀,34326969111
298.0,VOSSTR 智能,利和成智能手表专营店,//item.jd.com/36910554625.html,VOSSTR,36910554625
1989.0,卡丝拉狄（cathyladi） 智能,卡丝拉狄数码旗舰店,//item.jd.com/55123884720.html,卡丝拉狄,55123884720
219.0,【现货速发】华为荣耀,金达威数码专营店,//item.jd.com/53672411474.html,荣耀,53672411474
6888.0,橙朗 商务智能,物联达数码专营店,//item.jd.com/32279492544.html,橙朗,32279492544
139.0,小米（MI） 小米,瑞华精英数码专营店,//item.jd.com/1424211542.html,小米,1424211542
18.5,华为荣耀,梓豪数码专营店,//item.jd.com/29137371467.html,荣耀,29137371467
1288.0,华为（HUAWEI） 智能手表Watch GT运动手表3正品商务男多功能游泳防水,中国移动物联网旗舰店,//item.jd.com/46666706135.html,华为,46666706135
298.0,VOSSTR 智能通话,格力威数码专营店,//item.jd.com/32679605520.html,VOSSTR,32679605520
4688.0,瑞德罗曼 智能手表电话手表成人多功能运动,瑞德罗曼数码旗舰店,//item.jd.com/40971579786.html,瑞德罗曼,40971579786
59.0,全程通H5智能,全程通京东自营旗舰店,//item.jd.com/2257639.html,全程通,2257639
169.0,小米（MI） 【小米授权旗舰店】小米,岸越数码旗舰店,//item.jd.com/49945873215.html,小米,49945873215
17.9,华为（HUAWEI） 华为运动,进多数码专营店,//item.jd.com/27637698972.html,华为,27637698972
98.0,华为（HUAWEI） 华为B5智能新款,立众数码专营店,//item.jd.com/30498064019.html,华为,30498064019
299.0,全程通L8智能手表 户外运动手表,全程通京东自营旗舰店,//item.jd.com/100007696834.html,全程通,100007696834
3580.0,瑞德罗曼 智能,瑞德罗曼数码旗舰店,//item.jd.com/51197006922.html,瑞德罗曼,51197006922
219.0,dido 3D彩屏运动智能,dido旗舰店,//item.jd.com/41040407254.html,dido,41040407254
99.0,【数码节】华为荣耀,千百回智能专营店,//item.jd.com/13116214536.html,荣耀,13116214536
899.0,NOERDEN 牛丁 智能手表 瑞士机芯 MATE2运动防水男女腕表 计步,NOERDEN牛丁京东自营旗舰店,//item.jd.com/100005174136.html,NOERDEN,100005174136
699.0,华为（HUAWEI） 荣耀Watch Magic智能手表男女运动,华为友信猫专营店,//item.jd.com/44157814953.html,荣耀,44157814953
209.0,华为（HUAWEI） 【当天发货】 荣耀,疆界数码旗舰店,//item.jd.com/53033453369.html,荣耀,53033453369
99.0,Amazfit 时尚智能,AMAZFIT官方旗舰店,//item.jd.com/16841567141.html,Amazfit,16841567141
698.0,Fitbit Inspire 智能,fitbit京东自营官方旗舰店,//item.jd.com/100004110616.html,Fitbit,100004110616
39.0,华为（HUAWEI） 荣耀,华为晨美专卖店,//item.jd.com/24055204043.html,荣耀,24055204043
415.0,华为,千百回智能专营店,//item.jd.com/12693897089.html,华为,12693897089
1488.0,华为（HUAWEI） 智能手表WATCH GT活力款男女成人运动计步心率防水GPS定位NFC支付,京迈数码旗舰店,//item.jd.com/36835378805.html,华为,36835378805
728.0,欧坦 老人防走失定位,欧坦官方旗舰店,//item.jd.com/50550146893.html,欧坦,50550146893
35.0,华为（HUAWEI） 智能,华为沃德专营店,//item.jd.com/30427958022.html,华为,30427958022
2899.0,华为（HUAWEI）运动智能,菲奥娜数码专营店,//item.jd.com/13421030217.html,华为,13421030217
1199.0,【咨询领券】华为,江滨仁合数码专营店,//item.jd.com/35017719612.html,华为,35017719612
2520.0,普利邦（PULEEBUMG） 运动智能,普利邦数码旗舰店,//item.jd.com/47883443245.html,普利邦,47883443245
1199.0,华为（HUAWEI） 华为,华为友信猫专营店,//item.jd.com/44159152507.html,华为,44159152507
988.0,华为（HUAWEI） 儿童手表3pro智能4G全网通通话防水9重定位高清拍照学生男女通用电话,港讯智能专营店,//item.jd.com/34672816236.html,华为,34672816236
468.0,DMDG 运动,大白熊专营店,//item.jd.com/54790617682.html,DMDG,54790617682
899.0,【限时直降100】华为B5原装,华为屹林专卖店,//item.jd.com/51087951582.html,华为,51087951582
219.0,华为（HUAWEI） 华为运动,莫问数码专营店,//item.jd.com/40052134866.html,华为,40052134866
349.0,【咨询立减】华为（HUAWEI）,臻诺智能旗舰店,//item.jd.com/43525713369.html,华为,43525713369
542.99,小米（MI） 米兔儿童电话手表3代 女孩男孩智能通话4G手表手机GPS定位手表拍照,京迈数码旗舰店,//item.jd.com/10645802800.html,小米,10645802800
325.0,小米（MI） 米兔智能儿童电话手表2女孩男孩学生手表手机通话GPS定位防水防丢,小米爆米花专卖店,//item.jd.com/53801251568.html,小米,53801251568
379.0,华为,梓豪数码专营店,//item.jd.com/43179449976.html,华为,43179449976
288.0,DMDG 智能,大白熊专营店,//item.jd.com/33964964813.html,DMDG,33964964813
599.0,ADZ 蓝牙耳机健康智能,ADZ旗舰店,//item.jd.com/46178528263.html,ADZ,46178528263
799.0,NOERDEN 牛丁 时尚智能手表 瑞士机芯 MATE运动防水男女士腕表 电话提醒,NOERDEN官方旗舰店,//item.jd.com/27073309547.html,NOERDEN,27073309547
348.0,真匠 儿童电话手表小中学生智能,真匠数码旗舰店,//item.jd.com/18439801193.html,真匠,18439801193
1999.0,普利邦（PULEEBUMG） 智能,普利邦智能设备旗舰店,//item.jd.com/45415047358.html,普利邦,45415047358
